id,surprisal,entropy,deviation,tokens
140,"[8.30964565 7.64080906 8.07719135 5.75979614 3.54435635 5.12929487
 3.40361166 2.07529116 8.14232159 2.80063915 3.96923089]","[6.76311779 3.1768136  3.38670564 4.24582386 3.63285947 5.46715355
 3.62637949 3.70133448 6.7205534  3.99214911 6.12433815]","[ 1.54652786  4.46399546  4.69048595  1.51397228 -0.08850312 -0.33785868
 -0.22276783 -1.62604332  1.42176819 -1.19150996 -2.15510726]",['Run' 'along' 'home' 'now' 'and' 'bring' 'us' 'some' 'men' 'to' 'kill']
141,"[6.82715225 5.99324417 5.0377388  3.8578949  2.96425962 5.01279306
 3.67649412 0.88269997 5.50019693 4.46558857 0.43739238]","[6.76311779 5.17843676 5.3024931  4.85614634 2.27799654 2.54862547
 2.39898872 3.40738201 3.56076884 2.75404596 2.18853092]","[ 0.06403446  0.81480742 -0.2647543  -0.99825144  0.68626308  2.46416759
  1.2775054  -2.52468204  1.93942809  1.71154261 -1.75113857]","['She' 'just' 'kept' 'telling' 'herself' 'he' 'had' 'to' 'learn' 'a'
 'lesson']"
142,"[ 6.82715225 10.81932068  0.16429125  6.34074497  0.65910125  9.66740036
  2.58508563  2.02802038  5.52710056  1.16918135  6.41092205]","[6.76311779 5.17843676 0.95495462 4.57387447 2.11646938 4.60089207
 5.57291889 4.88282108 6.81687641 2.77841473 4.50957966]","[ 0.06403446  5.64088392 -0.79066336  1.7668705  -1.45736814  5.06650829
 -2.98783326 -2.8548007  -1.28977585 -1.60923338  1.90134239]","['She' 'wound' 'up' 'talking' 'to' 'Barry' 'about' 'her' 'time' 'in'
 'India']"
143,"[ 2.68723798 11.15999317  3.01735044 14.5577755   4.28269482  7.18290949
  8.59901142  0.27478251  3.39193463 10.15057755  1.69013548]","[6.76311779 8.41159058 4.51221657 5.16158819 4.86514473 4.7958374
 5.15756273 1.71954966 5.27726269 3.28051448 1.86085653]","[-4.07588005  2.7484026  -1.49486613  3.85724878 -0.58244991  2.38707209
  3.44144869 -1.44476712 -1.88532805  6.87006283 -0.17072105]","['The' 'gate' 'was' 'double,' 'one' 'huge' 'mass' 'of' 'wood' 'following'
 'another']"
144,"[ 2.68723798 12.68223381  5.83943129  5.1337204   2.55920601  4.12616158
  2.13496521  6.12634897  2.28902149  3.75064087  5.40491438]","[6.76311779 8.41159058 7.4840107  5.72678089 4.30474567 5.56892824
 1.58101857 5.84822369 5.45525408 0.78859645 1.45988762]","[-4.07588005  4.27064323 -1.64457941 -0.59306049 -1.74553967 -1.44276667
 -1.13645065  0.27812529 -3.16623259  2.96204448  3.94502687]","['The' 'gathered' 'villagers' 'took' 'a' 'step' 'back,' 'almost' 'as'
 'one' 'man']"
145,"[ 4.8400259   7.92650127  7.83682823 10.76866436  7.47600746  5.39656925
  1.62994862  3.33864832  6.38207531  5.2343626   0.40687665]","[6.76311779 4.58979988 5.00953674 2.42662668 4.03815365 5.03858614
 2.54457331 4.23854065 3.33272505 3.19834995 2.64431667]","[-1.92309189  3.33670139  2.82729149  8.3420372   3.43785381  0.35798311
 -0.91462469 -0.89989233  3.04935026  2.03601265 -2.23744011]","['We' 'shall' 'arrive' 'properly' 'or' 'you' 'will' 'never' 'live' 'this'
 'down']"
146,"[ 6.04876709  5.21316814  7.31404114  6.06994295  2.99292326  2.94174272
 11.20014954 10.97046471  6.6171999   1.59141016  5.53103971]","[6.76311779 6.039114   4.21046019 3.58799267 4.03328609 4.88495541
 6.05443144 5.20820332 3.09544182 1.96659398 4.89355755]","[-0.7143507  -0.82594585  3.10358095  2.48195028 -1.04036283 -2.60481787
  5.1457181   5.76226139  3.52175808 -0.37518382  0.63748217]","['While' 'they' 'sat' 'drinking' 'their' 'tea,' 'Mick' 'dug' 'them' 'a'
 'trench']"
147,"[5.32538605 2.89149523 7.8854537  0.12617902 1.01389992 4.71458149
 1.02708721 2.31184506 3.52919388 4.02363205 0.4645474 ]","[6.76311779 3.76654816 3.26044822 0.78319687 2.12028003 5.52554274
 2.52064395 4.34537935 5.81230593 2.95286965 1.17735529]","[-1.43773174 -0.87505293  4.62500572 -0.65701783 -1.10638011 -0.81096125
 -1.49355674 -2.03353429 -2.28311205  1.0707624  -0.71280789]","['You' 'know' 'better' 'than' 'to' 'talk' 'to' 'your' 'mother' 'like'
 'that']"
148,"[5.32538605 2.89149523 2.13309813 5.20045853 5.39696884 3.91483426
 1.86591482 3.87509441 1.4711132  2.91269612 0.00835542]","[6.76311779 3.76654816 3.26044822 6.22882748 3.70358539 3.71935773
 2.8537631  1.49648643 1.70273924 2.75457764 0.08553031]","[-1.43773174 -0.87505293 -1.12735009 -1.02836895  1.69338346  0.19547653
 -0.98784828  2.37860799 -0.23162603  0.15811849 -0.07717489]",['You' 'know' 'that' 'I' 'will' 'do' 'whatever' 'you' 'ask' 'of' 'me']
149,"[5.32538605e+00 6.97133880e+00 1.77094793e+00 4.10376215e+00
 8.51471710e+00 5.89889622e+00 5.30523109e+00 3.03128147e+00
 2.90717870e-01 3.00305665e-01 2.74305488e-03]","[6.76311779 3.76654816 4.64960289 1.51245463 5.05509615 4.63420486
 7.10324192 3.30053496 2.08787632 2.01396465 0.03490448]","[-1.43773174  3.20417166 -2.87865496  2.59130764  3.45962095  1.26469135
 -1.79801083 -0.26925349 -1.79715848 -1.71365905 -0.03216143]","['You' ""shouldn't"" 'have' 'been' 'racing' 'my' 'truck' 'in' 'the' 'first'
 'place']"
150,"[3.71531987 9.58291721 5.25904989 1.17734921 2.64720297 2.1880002
 1.17166519 0.24471684 3.59606671 0.73344302 5.99356508 0.94640207]","[6.76311779 7.73409748 4.08007574 2.00574565 5.61048698 1.35051584
 2.30093813 1.69654906 5.24711323 1.79785192 3.93286037 3.84756756]","[-3.04779792  1.84881973  1.17897415 -0.82839644 -2.96328402  0.83748436
 -1.12927294 -1.45183218 -1.65104651 -1.0644089   2.06070471 -2.90116549]",['A' 'smile' 'came' 'to' 'his' 'lips' 'as' 'he' 'thought' 'of' 'an' 'idea']
151,"[6.05966473 8.66508293 1.06336331 5.16392899 0.45815006 0.97153318
 7.92428493 3.43214512 1.23644018 4.49841166 0.44467556 0.14784308]","[6.76311779 6.85485744 2.08240366 2.44629359 1.04931486 3.65872359
 5.32789898 5.41578913 3.99806261 2.38515329 1.31289077 0.76275063]","[-0.70345306  1.81022549 -1.01904035  2.71763539 -0.59116483 -2.68719053
  2.59638596 -1.98364401 -2.76162243  2.11325836 -0.8682152  -0.61490756]","['All' 'last' 'week' 'there' 'was' 'a' 'white' 'van' 'parked' 'across'
 'the' 'street']"
152,"[ 8.07940197 12.24201584  7.36968946  0.35706735  1.49907851  3.35948753
  6.88115692  0.08281399  1.21713126  0.77794123  1.33270299  4.15466118]","[6.76311779 2.93010902 6.38189411 1.64830291 2.62507915 6.46394062
 6.83363247 0.54109967 2.39728212 2.14643836 4.58646584 5.73863888]","[ 1.31628418  9.31190681  0.98779535 -1.29123557 -1.12600064 -3.10445309
  0.04752445 -0.45828569 -1.18015087 -1.36849713 -3.25376272 -1.5839777 ]","['Finally' 'Maria' 'sat' 'down' 'with' 'a' 'cup' 'of' 'tea' 'and' 'a'
 'sandwich']"
153,"[6.22000313 4.85626196 4.63681316 0.67829823 2.2079227  2.41046715
 3.13739896 1.0597403  6.81380749 2.57947898 1.43785679 0.96585411]","[6.76311779 5.22920847 5.01241112 2.71075344 3.55618262 3.94665885
 4.4672451  3.92874432 6.05002499 3.18966341 3.00748158 1.44584465]","[-0.54311466 -0.37441921 -0.37559795 -2.03245521 -1.34825993 -1.5361917
 -1.32984614 -2.86900401  0.7637825  -0.61018443 -1.56962478 -0.47999054]","['He' ""didn't"" 'seem' 'to' 'mind' 'that' 'she' 'was' 'screaming' 'in'
 'his' 'ear']"
154,"[6.22000313 9.33103943 3.69856215 0.03873146 3.8593297  6.14828444
 1.67938471 9.62065315 4.62819767 0.99936891 2.95592141 3.20758414]","[6.76311779 5.22920847 4.90352249 0.25300726 3.57115865 3.98143291
 2.28742909 5.19911575 2.38832045 2.02411222 2.15527725 0.78246129]","[-0.54311466  4.10183096 -1.20496035 -0.21427581  0.28817105  2.16685152
 -0.60804439  4.4215374   2.23987722 -1.02474332  0.80064416  2.42512274]","['He' 'drank' 'too' 'much' 'at' 'times' 'and' 'washed' 'too' 'little' 'at'
 'times']"
155,"[ 6.22000313 11.84914207  0.97457564  0.57181883  1.78023362  0.03594221
  0.07357112  0.88040042  5.2817173   5.41193247  0.37954465  9.04362392]","[6.76311779 5.22920847 2.9852922  2.59579802 2.49937844 0.21524866
 0.6289736  1.77620888 5.29216719 1.7660681  1.10740578 3.29841018]","[-0.54311466  6.61993361 -2.01071644 -2.02397919 -0.71914482 -0.17930645
 -0.55540246 -0.89580846 -0.01044989  3.64586449 -0.72786117  5.74521351]","['He' 'folded' 'his' 'arms' 'across' 'his' 'chest' 'and' 'put' 'out' 'his'
 'lip']"
156,"[ 6.22000313  4.0707159   6.65431452  7.16356945  3.22474623  4.6564002
  3.46735907  0.03849266  1.03488374  1.19506955  6.38382483 11.01456451]","[6.76311779 5.22920847 4.99495459 7.08872175 3.08843994 3.43982458
 5.06064796 0.30209583 2.85269642 2.22006226 4.82891607 2.39728832]","[-0.54311466 -1.15849257  1.65935993  0.0748477   0.13630629  1.21657562
 -1.5932889  -0.26360318 -1.81781268 -1.0249927   1.55490875  8.61727619]","['He' 'had' 'another' 'shock' 'when' 'they' 'told' 'him' 'he' 'was'
 'moving' 'cells']"
157,"[6.22000313 7.36857939 1.79651523 3.16760683 2.3199873  0.63232422
 0.23531276 0.92029607 4.16289806 1.50960803 0.3327316  5.87043095]","[6.76311779 5.22920847 3.89371538 6.07755852 2.44057941 1.35996461
 1.21427178 1.95037639 5.31076431 2.45265484 1.00917685 4.38573647]","[-0.54311466  2.13937092 -2.09720016 -2.90995169 -0.12059212 -0.72764039
 -0.97895902 -1.03008032 -1.14786625 -0.94304681 -0.67644525  1.48469448]","['He' 'put' 'his' 'hands' 'in' 'his' 'pockets' 'and' 'leaned' 'against'
 'the' 'truck']"
158,"[ 6.22000313  2.38461351  8.26280499  3.49765158  5.65964794  1.29291391
 10.52165413  0.29804581  4.28072929  2.14255881  0.86298227  0.02390364]","[6.76311779 5.22920847 5.73384571 2.84658337 5.86744404 2.65850973
 6.46216869 1.92064428 5.5912776  4.66168499 3.98963451 0.16466959]","[-0.54311466 -2.84459496  2.52895927  0.65106821 -0.2077961  -1.36559582
  4.05948544 -1.62259841 -1.31054831 -2.51912618 -3.12665224 -0.14076595]","['He' 'was' 'built' 'with' 'muscle' 'and' 'liked' 'to' 'throw' 'his'
 'weight' 'around']"
159,"[ 4.05731678  2.84569001 10.44175124  9.8185339   4.82047319  1.82184863
  0.58299744  6.45676661  2.03476667  5.16618681  3.53568792  7.49960136]","[6.76311779 4.73105574 5.2341013  4.29850483 4.5687418  1.74568903
 2.54255438 3.0365262  3.46990728 4.53049135 2.38728714 7.01065111]","[-2.70580101 -1.88536572 -1.51751256  5.52002907 -0.68355012  0.0761596
 -1.95955694  3.4202404  -1.43514061  0.63569546  1.14840078  0.48895025]","['I' 'am' 'trying,' 'old' 'man,' 'but' 'I' 'would' 'rather' 'kill' 'the'
 'ship']"
160,"[4.05731678 8.2132988  3.475775   2.36272621 9.10877323 3.75405717
 2.65457654 5.52667141 1.5368222  1.06736827 0.17139941 6.89746428]","[6.76311779 4.73105574 4.87881279 3.76693344 6.75091839 4.55870533
 4.72854042 1.51152825 2.20945168 3.3913908  1.10500407 5.32965231]","[-2.70580101  3.48224306 -1.40303779 -1.40420723  2.35785484 -0.80464816
 -2.07396388  4.01514339 -0.67262948 -2.32402253 -0.93360466  1.56781197]","['I' 'shall' 'have' 'a' 'victory' 'and' 'I' 'want' 'it' 'to' 'be'
 'remembered']"
161,"[ 4.08315659  1.6186831   6.46158886 14.13958931  6.31940937  8.15163803
  3.23761892  0.60868239  3.87979841  4.08449173  0.09668656  0.56820524]","[6.76311779 4.78576374 6.18782854 2.81782436 5.6141758  3.39676642
 2.19844723 2.70423365 3.80350685 2.48542953 0.43434709 1.07998276]","[-2.6799612  -3.16708064  0.27376032 11.32176495  0.70523357  4.75487137
  1.0391717  -2.09555125  0.07629156  1.5990622  -0.33766055 -0.51177752]","['In' 'the' 'morning' 'Mickey' 'stood' 'straight' 'with' 'his' 'hand'
 'behind' 'his' 'back']"
162,"[4.08315659 1.6186831  6.46158886 5.51130295 5.09226608 8.71213818
 8.76557732 1.79154611 2.04389501 7.54820728 1.90129054 1.86112726]","[6.76311779 4.78576374 6.18782854 2.81782436 4.96079254 2.29483795
 6.60719013 3.49985909 3.57102919 6.79939461 3.52933025 2.45236182]","[-2.6799612  -3.16708064  0.27376032  2.69347858  0.13147354  6.41730022
  2.15838718 -1.70831299 -1.52713418  0.74881268 -1.62803972 -0.59123456]","['In' 'the' 'morning' 'at' 'breakfast' 'Mike' 'smiled' 'at' 'the' 'letter'
 'he' 'received']"
163,"[4.56346226 5.88785839 0.51341915 3.50393105 1.64076388 0.06803931
 9.08595562 3.91635036 2.20007706 5.87517118 0.58322889 2.41346788]","[6.76311779 2.35864997 2.29406524 4.19216061 1.91393316 0.44406867
 5.172647   6.51840687 4.98730659 5.25072384 2.0872941  5.12885475]","[-2.19965553  3.52920842 -1.78064609 -0.68822956 -0.27316928 -0.37602937
  3.91330862 -2.6020565  -2.78722954  0.62444735 -1.50406528 -2.71538687]","['It' 'had' 'been' 'two' 'weeks' 'since' 'Philip' 'had' 'been' 'sent' 'to'
 'prison']"
164,"[ 4.56346226  2.12368035  2.72005773  2.85114598  4.45006704 10.25777137
  1.33993852  4.97236204  2.52484155  4.81210327  5.69069576  1.59582353]","[6.76311779 2.35864997 5.14664745 4.50593758 6.16203785 6.04274082
 4.96446848 6.87623692 2.04761004 4.96838331 4.65432787 2.72536039]","[-2.19965553 -0.23496962 -2.42658973 -1.65479159 -1.71197081  4.19050312
 -3.62452984 -1.90387487  0.4772315  -0.15628004  1.03636789 -1.12953687]","['It' 'is' 'not' 'the' 'most' 'fragrant' 'of' 'places' 'but' 'we' 'make'
 'do']"
165,"[7.45331573e+00 1.06018372e+01 2.47079468e+00 2.84450817e+00
 8.02209949e+00 1.00098543e+01 3.99389505e+00 3.84547472e+00
 3.29631615e+00 5.05006671e-01 8.92424118e-03 4.31839712e-02]","[6.76311779 6.66700315 3.28941965 3.42674494 3.52303267 3.29108119
 3.73921227 3.67858028 2.36216879 1.92169094 0.09284277 0.26504725]","[ 0.69019794  3.934834   -0.81862497 -0.58223677  4.49906683  6.71877289
  0.25468278  0.16689444  0.93414736 -1.41668427 -0.08391853 -0.22186328]","['James' 'walked' 'in' 'to' 'wake' 'Samuel' 'at' 'four' 'thirty' 'in'
 'the' 'morning']"
166,"[6.73759460e+00 2.76818013e+00 5.29400063e+00 1.14887180e+01
 2.58831233e-01 4.35517311e+00 6.31725597e+00 7.52970409e+00
 6.82532406e+00 2.05031204e+00 1.68172233e-02 4.03317017e-03]","[6.76311779 1.76306784 4.9831543  2.87226081 1.57210422 4.28810263
 7.2034502  5.39566803 3.0174942  1.19105887 0.13388757 0.04459596]","[-0.02552319  1.00511229  0.31084633  8.61645699 -1.31327295  0.06707048
 -0.88619423  2.13403606  3.80782986  0.85925317 -0.11707035 -0.04056279]","['Let' 'us' 'give' 'battle' 'to' 'these' 'foreign' 'snakes' 'once' 'and'
 'for' 'all']"
167,"[ 9.66356277  8.15780449  2.72318602  1.52504885  0.81591326 10.32254791
  0.61852956 11.97364902  4.48005486  2.66356683  0.58405256  4.04572678]","[6.76311779 6.44564962 2.86470246 3.11352253 2.80366087 5.66345215
 2.67593813 3.78975201 3.86527109 4.74095726 1.43980193 5.22220755]","[ 0.63883972  1.71215487 -0.14151645 -1.58847368 -1.98774767  4.65909576
 -2.05740857  8.18389702  0.61478376 -2.07739043 -0.85574937 -1.17648077]","['Tommy' 'came' 'out' 'of' 'the' 'staff' 'room' 'toilet' 'looking' 'a'
 'little' 'pale']"
168,"[ 7.39834118 11.58614826  5.17533779  6.67642069  7.37389946  3.87089777
  3.45197773  2.2634244   2.79900742  8.47727776  0.16278979  1.04649544]","[6.76311779 6.74316025 3.89558148 2.29242873 3.20865631 3.41841149
 3.10428977 4.60784006 3.78681564 3.62012959 0.68369675 2.52962422]","[ 0.63522339  4.84298801  1.27975631  4.3839922   4.16524315  0.45248628
  0.34768796 -2.34441566 -0.98780823  4.85714817 -0.52090693 -1.48312879]","['Michael' 'knew' 'they' 'never' 'hit' 'him' 'and' 'that' 'was' 'half'
 'the' 'problem']"
169,"[9.06268501 8.63235474 8.23420525 2.35754538 2.6298461  5.96812916
 4.76271486 5.24153662 5.52481651 4.38757563 2.52398992 3.49344182]","[6.76311779 6.52488041 4.03830862 3.45582986 3.66897869 4.64184761
 4.33124495 2.89001608 3.22632504 4.45310211 2.02933455 5.51287746]","[ 2.29956722  2.10747433  4.19589663 -1.09828448 -1.0391326   1.32628155
  0.43146992  2.35152054  2.29849148 -0.06552649  0.49465537 -2.01943564]","['Alan' 'told' 'Jason' 'he' 'would' 'just' 'sit' 'outside' 'to' 'have'
 'his' 'lunch']"
170,"[6.49861717 3.63052893 6.11390877 3.2230444  5.44710541 9.06147957
 1.99223101 4.75596046 6.33901691 2.30118322 0.8032909  3.5409255 ]","[6.76311779 3.8218801  8.1534481  4.06371832 5.72255993 2.89356422
 4.93410969 5.56079388 2.59338307 2.39489412 2.06257057 2.30506134]","[-0.26450062 -0.19135118 -2.03953934 -0.84067392 -0.27545452  6.16791534
 -2.9418788  -0.80483341  3.74563384 -0.0937109  -1.25927973  1.23586416]",['Now' 'the' 'man' 'is' 'coming' 'who' 'will' 'give' 'it' 'back' 'to' 'me']
171,"[ 6.82715225 10.306674    0.39723545  3.75880384  5.70241022  5.48936033
  5.42784882  0.64162302  0.70140082  4.69799042  3.44735169  4.61807775]","[6.76311779 5.17843676 2.35324812 4.94283295 4.36631489 5.00914097
 4.63005877 2.94820642 2.89159226 4.01198769 4.62077713 0.46133912]","[ 0.06403446  5.12823725 -1.95601273 -1.1840291   1.33609533  0.48021936
  0.79779005 -2.3065834  -2.19019151  0.68600273 -1.17342544  4.15673876]","['She' 'threatened' 'to' 'leave' 'before' 'and' 'this' 'time' 'she' 'just'
 'had' 'enough']"
172,"[ 2.68723798  4.35878944 10.31278324  9.0071764   2.07879686  6.38128614
  6.80305481  3.41063881  2.36796093  8.10763359  0.5783695   3.13358498]","[6.76311779 8.41159058 6.70716763 4.86834288 3.0515132  3.45236564
 7.02858543 4.30007935 5.67152643 5.29529858 1.96275771 3.51750517]","[-4.07588005 -4.05280113  3.60561562  4.13883352 -0.97271633  2.92892051
 -0.22553062 -0.88944054 -3.3035655   2.81233501 -1.38438821 -0.38392019]","['The' 'first' 'knife' 'caught' 'in' 'her' 'skirt' 'and' 'she' 'shook'
 'it' 'free']"
173,"[2.68723798 5.59343576 3.10075188 7.19259691 9.00681973 2.10114074
 1.23460269 2.4819231  5.57512379 0.48884004 8.09438324 2.51064444]","[6.76311779 8.41159058 4.5984478  4.64627981 5.85639477 2.26109314
 2.22164726 1.97474647 4.95900822 1.80977559 5.27227592 6.23376846]","[-4.07588005 -2.81815481 -1.49769592  2.5463171   3.15042496 -0.1599524
 -0.98704457  0.50717664  0.61611557 -1.32093549  2.82210732 -3.72312403]","['The' 'last' 'thing' 'Alex' 'felt' 'like' 'doing' 'after' 'work' 'was'
 'more' 'work']"
174,"[2.68723798 9.86987019 2.44476676 5.54421234 3.45867515 3.58042717
 0.23210245 0.34205452 6.01195145 3.50517607 9.42524242 2.42276382]","[6.76311779 8.41159058 4.61674833 5.51865387 6.23386002 1.99012184
 1.13732195 1.79364789 6.80457354 3.84411764 6.67543554 3.08881783]","[-4.07588005  1.45827961 -2.17198157  0.02555847 -2.77518487  1.59030533
 -0.9052195  -1.4515934  -0.79262209 -0.33894157  2.74980688 -0.66605401]","['The' 'truck' 'was' 'an' 'older' 'version' 'of' 'the' 'ones' 'the'
 'others' 'drove']"
175,"[ 6.77447891  9.17715836  0.52665663  2.09703612  5.22681618  5.40862226
  2.75187564  8.02771187  5.9205699  11.23744774  2.86230993  2.07265925]","[6.76311779 4.54126167 2.31543279 1.81494558 7.45304585 5.75564146
 3.43565369 4.87411022 4.72631836 4.79321814 3.49369478 4.68505764]","[ 0.01136112  4.63589668 -1.78877616  0.28209054 -2.22622967 -0.3470192
 -0.68377805  3.15360165  1.19425154  6.4442296  -0.63138485 -2.61239839]","['They' 'stared' 'at' 'the' 'black' 'wall' 'and' 'now' 'this' 'offered'
 'no' 'comfort']"
176,"[4.8400259  5.93626785 5.02301645 0.28228885 1.53583145 5.54566717
 4.30605841 3.83971047 0.01760206 2.62959814 7.60001421 0.17702763]","[6.76311779 4.58979988 4.40510559 1.51418233 5.70651436 8.33000946
 2.23861837 4.27289963 0.15394408 3.37302709 4.14143372 0.98707098]","[-1.92309189  1.34646797  0.61791086 -1.23189354 -4.17068291 -2.78434229
  2.06744003 -0.43318915 -0.13634202 -0.74342895  3.45858049 -0.81004333]","['We' 'should' 'talk' 'about' 'the' 'things' 'people' 'talk' 'about' 'on'
 'first' 'dates']"
177,"[ 6.23794842  4.67229911  1.4553926   4.43117714  1.351197    1.89391661
  3.20939732  3.81195498  6.14927006 10.56590462  0.50591993  0.09497918]","[6.76311779 5.77191591 4.00652552 5.11990738 2.41068721 3.4069705
 3.76607776 3.0116446  3.64154148 5.55730534 2.324471   0.84663057]","[-0.52516937 -1.10132742 -2.55113292 -0.68873024 -1.0594902  -1.51305389
 -0.55668044  0.80031037  0.11772394  5.00859928 -1.81855106 -0.75165141]","['Why' ""don't"" 'you' 'tell' 'me' 'what' 'happened' 'on' 'Saturday,' 'step'
 'by' 'step']"
178,"[9.38970912 8.76630783 1.43516755 8.21030521 2.35655499 0.61128962
 0.74335933 2.04110122 0.21891069 0.70850325 4.05238628 0.29031712
 6.2383976 ]","[6.76311779 5.11033154 2.91839099 4.73100138 2.37407112 1.86047745
 1.86874914 2.36500263 0.91089463 3.18460274 2.15508676 1.57856226
 4.4478941 ]","[ 1.18343639  3.6559763  -1.48322344  3.47930384 -0.01751614 -1.24918783
 -1.12538981 -0.32390141 -0.69198394 -2.47609949  1.89729953 -1.2882452
  1.7905035 ]","['Emma' 'put' 'her' 'mug' 'of' 'tea' 'down' 'on' 'the' 'table' 'with' 'a'
 'bang']"
179,"[8.98280907 4.61283255 5.54214334 0.52393216 3.1532414  0.55375278
 2.6719892  2.73185921 9.61367607 1.65305734 1.27907205 0.19602446
 4.61550617]","[6.76311779 6.00381804 4.02565622 1.68047178 4.3561697  2.16239214
 4.97322226 2.81532574 5.87125349 4.54868889 3.232481   0.95288289
 3.34660387]","[ 2.21969128 -1.39098549  1.51648712 -1.15653968 -1.2029283  -1.60863936
 -2.30123305 -0.08346653  3.74242258 -2.89563155 -1.95340896 -0.75685841
  1.2689023 ]","['Bruce' 'is' 'looking' 'for' 'someone' 'to' 'take' 'the' 'spare' 'room'
 'in' 'his' 'flat']"
180,"[ 5.56804848  2.07683015  2.8571887   3.08291197  6.62183762  3.99808359
  9.35997772 10.85826874  6.13307238  0.89333534  3.79607821  1.18845105
  2.0982306 ]","[6.76311779 5.91296244 7.18632507 4.66718006 4.97434425 2.48408818
 2.970994   2.20513749 5.05390644 2.74973488 3.34333229 2.03477716
 4.17139912]","[-1.19506931 -3.83613229 -4.32913637 -1.58426809  1.64749336  1.51399541
  6.38898373  8.65313148  1.07916594 -1.85639954  0.45274591 -0.84632611
 -2.07316852]","['From' 'the' 'moment' 'we' 'leave' 'this' 'spot' 'be' 'very' 'careful'
 'what' 'you' 'say']"
181,"[6.22000313 9.44253159 1.62185776 0.66994071 0.27334553 6.57580948
 1.62100363 0.94696641 2.60280156 3.22471857 2.25470829 1.12533641
 3.42754817]","[6.76311779 5.22920847 3.97299027 2.62163544 1.97588253 2.61907172
 3.83268356 2.66271853 3.02504778 4.5766325  3.30724049 1.86448741
 1.93183887]","[-0.54311466  4.21332312 -2.35113239 -1.95169473 -1.70253706  3.95673776
 -2.21167994 -1.71575212 -0.42224622 -1.35191393 -1.0525322  -0.739151
  1.4957093 ]","['He' 'knocked' 'on' 'the' 'door' 'so' 'hard' 'that' 'he' 'almost' 'broke'
 'it' 'down']"
182,"[6.22000313 8.80822182 8.76126099 7.42419147 2.82968879 2.2455442
 7.16129303 3.3155489  1.08555889 1.37135029 3.5203433  0.757195
 2.1021344 ]","[6.76311779 5.22920847 3.76871753 0.56321186 3.84676051 5.69189072
 4.36940193 2.8449409  2.95483947 2.55632639 3.15642762 2.73639965
 5.70840931]","[-0.54311466  3.57901335  4.99254322  6.86097956 -1.01707172 -3.44634652
  2.7918911   0.470608   -1.86928058 -1.1849761   0.36391568 -1.97920465
 -3.72008371]","['He' 'let' 'Donald' 'go' 'and' 'he' 'fell' 'to' 'the' 'floor' 'with' 'a'
 'thud']"
183,"[6.22000313 8.54136658 4.3435545  1.99128759 5.80971527 3.18333149
 1.81811714 3.55389953 5.41161633 2.37442303 1.87756848 3.10929751
 5.00998783]","[6.76311779 5.22920847 3.562361   2.0139935  5.41917515 3.89063764
 3.74295926 5.86909723 3.43121433 5.0658288  1.7154634  1.60683179
 7.15407181]","[-0.54311466  3.31215811  0.78119349 -0.02270591  0.39054012 -0.70730615
 -1.92484212 -2.31519771  1.98040199 -2.69140577  0.16210508  1.50246572
 -2.14408398]","['He' 'smiled' 'again' 'and' 'felt' 'like' 'a' 'man' 'and' 'not' 'just'
 'the' 'kid']"
184,"[8.31575155 3.4437685  1.78188372 5.85233593 0.21660846 5.78152466
 8.09560013 1.34156322 3.79084063 4.86609507 5.02896547 3.83826041
 3.61080384]","[6.76311779 5.29967308 4.01496458 7.26369619 0.93252778 5.96090364
 4.21100569 4.34944725 2.90525317 2.75716519 4.99387503 3.19606447
 1.60226607]","[-0.54311466 -1.85590458 -2.23308086 -1.41136026 -0.71591932 -0.17937899
  3.88459444 -3.00788403  0.88558745  2.10892987  0.03509045  0.64219594
  2.00853777]","[""He's"" 'got' 'the' 'ability' 'to' 'work' 'but' 'he' 'just' 'gets' 'bored'
 'too' 'easy']"
185,"[4.05731678 4.77001631 4.78886986 2.67162895 8.23998833 0.06424394
 7.38790989 9.59521008 2.85738158 2.82350302 0.11245681 1.40536726
 3.56163764]","[6.76311779 4.73105574 3.95874786 4.35072041 6.20228004 0.4627088
 7.52753448 1.85665381 4.6396122  3.96894979 0.6947093  3.81742001
 4.88495636]","[-2.70580101 -0.46954679  0.83012199 -1.67909145  2.03770828 -0.39846486
 -0.1396246   7.73855639 -1.78223062 -1.14544678 -0.5822525  -2.41205263
 -1.32331872]","['I' ""can't"" 'see' 'any' 'amount' 'of' 'talk' 'getting' 'you' 'out' 'of'
 'this' 'mess']"
186,"[ 4.05731678 13.96868038  4.04540443  0.61843735  1.71457064  1.33229315
  5.7887888   7.38831902  3.38373137  2.21815896  5.33673334  1.38588226
  5.82154179]","[6.76311779 4.73105574 2.67317247 1.96527612 4.0137496  2.69239736
 5.81389999 5.17038059 2.47735882 2.74095154 4.39018106 3.06292105
 5.59383249]","[-2.70580101  9.23762512  1.37223196 -1.34683871 -2.29917908 -1.3601042
 -0.0251112   2.21793842  0.90637255 -0.52279258  0.94655228 -1.67703879
  0.22770929]","['I' 'flung' 'out' 'my' 'hands' 'and' 'they' 'said' 'I' 'had' 'broken'
 'my' 'wrists']"
