id,surprisal,entropy,deviation,tokens
140,"[8.30586243 7.93771648 8.38074493 8.18935394 2.74298668 5.91677094
 4.18425608 3.16578507 8.66708374 2.54692554 4.44811869]","[6.00220966 2.6660912  3.72989845 5.00617981 4.29606056 5.9133811
 4.1182704  4.921731   7.31517363 4.25670385 6.27708387]","[ 2.30365276e+00  5.27162552e+00  4.65084648e+00  3.18317413e+00
 -1.55307388e+00  3.38983536e-03  6.59856796e-02 -1.75594592e+00
  1.35191011e+00 -1.70977831e+00 -1.82896519e+00]",['Run' 'along' 'home' 'now' 'and' 'bring' 'us' 'some' 'men' 'to' 'kill']
141,"[6.78607941 6.33452988 5.26167583 3.73611116 2.17400146 5.06532192
 3.87138176 2.28005672 6.75158072 3.88239694 0.47104478]","[6.00220966 5.32598066 5.52569485 5.10571861 2.49986506 2.75141931
 2.32624054 4.6798749  4.23964405 3.03568077 2.35703015]","[ 0.78386974  1.00854921 -0.26401901 -1.36960745 -0.3258636   2.31390262
  1.54514122 -2.39981818  2.51193666  0.84671617 -1.88598537]","['She' 'just' 'kept' 'telling' 'herself' 'he' 'had' 'to' 'learn' 'a'
 'lesson']"
142,"[ 6.78607941 10.1234169   0.07869738  6.02373123  0.68579459  8.21761608
  2.17697072  2.2191298   4.61136341  1.44315255  6.38432598]","[6.00220966 5.32598066 0.5699966  5.31839609 2.26932478 5.61487007
 5.12502098 5.14620018 6.84506416 3.09992218 5.04899931]","[ 0.78386974  4.79743624 -0.49129921  0.70533514 -1.58353019  2.60274601
 -2.94805026 -2.92707038 -2.23370075 -1.65676963  1.33532667]","['She' 'wound' 'up' 'talking' 'to' 'Barry' 'about' 'her' 'time' 'in'
 'India']"
143,"[ 2.12143683 10.77159023  3.0564754  13.3147707   4.91111183  6.68518353
  9.80243778  1.07052207  4.39076328 10.76059246  2.74243975]","[6.00220966 8.55645847 4.92520428 5.66952896 5.17405033 4.70585251
 2.80433035 3.32540107 6.17278767 3.3302598  2.39874315]","[-3.88077283  2.21513176 -1.86872888  2.9726944  -0.2629385   1.97933102
  6.99810743 -2.254879   -1.78202438  7.43033266  0.34369659]","['The' 'gate' 'was' 'double,' 'one' 'huge' 'mass' 'of' 'wood' 'following'
 'another']"
144,"[ 2.12143683 12.5863409   6.20723486  5.12424612  3.07660937  5.0674305
  3.05182278  6.09498262  2.38082552  6.26009274  4.04766417]","[6.00220966 8.55645847 7.6168108  5.32726097 4.27917862 6.15040636
 2.6480608  6.03463984 5.9201479  0.82731324 4.83087206]","[-3.88077283  4.02988243 -1.40957594 -0.20301485 -1.20256925 -1.08297586
 -1.51173115  0.06034279 -3.53932238  5.43277931 -0.78320789]","['The' 'gathered' 'villagers' 'took' 'a' 'step' 'back,' 'almost' 'as'
 'one' 'man']"
145,"[ 4.38625336  7.66952944  6.66498375 10.02563095  5.93838167  6.28267908
  1.32181656  4.1275034   6.51625919  4.71621132  1.4056077 ]","[6.00220966 4.7759161  5.38855267 2.2628417  4.85127735 4.4463377
 2.96281886 4.35987234 3.51173496 3.43339634 3.99129772]","[-1.61595631  2.89361334  1.27643108  7.76278925  1.08710432  1.83634138
 -1.6410023  -0.23236895  3.00452423  1.28281498 -2.58569002]","['We' 'shall' 'arrive' 'properly' 'or' 'you' 'will' 'never' 'live' 'this'
 'down']"
146,"[ 5.6498642   4.91878653  7.76574707  6.5522213   3.01194692  3.71701908
 11.33782291  8.97831345  6.23881578  2.47159195  5.16159821]","[6.00220966 6.45168686 4.54189777 4.10008717 4.54564667 5.98726654
 6.27271843 6.11214828 2.90706682 2.04735637 5.23839092]","[-0.35234547 -1.53290033  3.2238493   2.45213413 -1.53369975 -2.93751216
  5.06510448  2.86616516  3.33174896  0.42423558 -0.07679272]","['While' 'they' 'sat' 'drinking' 'their' 'tea,' 'Mick' 'dug' 'them' 'a'
 'trench']"
147,"[4.83116913 2.84764338 6.92475748 0.13759287 1.02695549 5.21274805
 1.43315506 2.4514308  3.69177103 5.31845427 0.29546341]","[6.00220966 3.99792123 3.61244106 0.81149387 2.02983856 5.89880562
 2.21726155 4.99029636 6.3174839  2.82434154 1.15927863]","[-1.17104053 -1.15027785  3.31231642 -0.67390102 -1.00288308 -0.68605757
 -0.78410649 -2.53886557 -2.62571287  2.49411273 -0.86381519]","['You' 'know' 'better' 'than' 'to' 'talk' 'to' 'your' 'mother' 'like'
 'that']"
148,"[4.83116913 2.84764338 2.35133982 5.7876358  5.59183025 3.52376318
 2.35690546 2.59708118 1.61483979 1.71380424 0.00649153]","[6.00220966 3.99792123 3.61244106 6.56897736 3.95440531 5.01940346
 3.19452238 2.15362525 2.27352667 2.31282043 0.06496443]","[-1.17104053 -1.15027785 -1.26110125 -0.78134155  1.63742495 -1.49564028
 -0.83761692  0.44345593 -0.65868688 -0.59901619 -0.0584729 ]",['You' 'know' 'that' 'I' 'will' 'do' 'whatever' 'you' 'ask' 'of' 'me']
149,"[4.83116913 7.03641567 1.3829087  3.6804297  8.91864204 5.64886665
 6.04889393 2.41096759 1.54148316 1.91957474 0.01216999]","[6.00220966 3.99792123 4.12269258 1.77859664 5.23655367 4.95364761
 6.69614792 4.05558014 5.72881126 5.67877197 0.12553146]","[-1.17104053  3.038275   -2.73978376  1.90183306  3.68208838  0.69521904
 -0.64725399 -1.64461255 -4.18732834 -3.75919724 -0.11336148]","['You' ""shouldn't"" 'have' 'been' 'racing' 'my' 'truck' 'in' 'the' 'first'
 'place']"
150,"[3.13015723 9.30645561 4.93603325 1.1945616  2.71645904 2.38069034
 1.13733006 0.2063363  4.89716196 1.29327726 5.90434265 3.09988141]","[6.00220966 7.76302099 5.02472687 1.99542785 6.22701359 3.27966356
 2.37908959 1.40926838 5.49552441 2.28765106 4.98122406 5.24322748]","[-2.87205243  1.54343462 -0.08869362 -0.80086625 -3.51055455 -0.89897323
 -1.24175954 -1.20293212 -0.59836245 -0.9943738   0.92311859 -2.14334607]",['A' 'smile' 'came' 'to' 'his' 'lips' 'as' 'he' 'thought' 'of' 'an' 'idea']
151,"[6.11440277 8.71883488 1.31386828 4.48059559 0.91859227 1.33921134
 8.97015858 4.8776741  1.82710946 4.58913612 0.47031981 0.529939  ]","[6.00220966 7.21141052 2.72830701 2.86311817 1.73442352 3.74923944
 4.95161533 5.83084536 4.84157181 2.15294075 1.73646402 1.93538761]","[ 0.11219311  1.50742435 -1.41443872  1.61747742 -0.81583124 -2.41002798
  4.01854324 -0.95317125 -3.01446247  2.43619537 -1.26614428 -1.40544868]","['All' 'last' 'week' 'there' 'was' 'a' 'white' 'van' 'parked' 'across'
 'the' 'street']"
152,"[ 8.14012909 11.60053921  7.09661961  0.32916695  1.42011321  3.65267992
  4.88845873  0.06115652  0.97024572  1.18303478  1.95708358  4.54281425]","[6.00220966 3.71575522 6.39262867 1.43593371 2.64315248 6.53707409
 7.06336164 0.42273736 2.3654387  2.62209606 5.65027285 6.0164423 ]","[ 2.13791943  7.88478374  0.70399094 -1.1067667  -1.22303927 -2.88439417
 -2.17490292 -0.36158085 -1.39519298 -1.43906128 -3.69318914 -1.47362804]","['Finally' 'Maria' 'sat' 'down' 'with' 'a' 'cup' 'of' 'tea' 'and' 'a'
 'sandwich']"
153,"[5.44237137 4.92224879 4.42721939 0.88640583 2.40706587 2.80944896
 3.40676904 1.0260849  6.72758436 3.34320974 1.1504972  1.31364906]","[6.00220966 5.34631538 5.26807022 3.31454611 3.7608881  3.76986074
 5.42492485 3.84880996 6.38119984 3.12342882 2.9683497  1.93892133]","[-0.55983829 -0.42438221 -0.84085083 -2.42814016 -1.35382223 -0.96041179
 -2.01815581 -2.82272506  0.34638453  0.21978092 -1.8178525  -0.62527227]","['He' ""didn't"" 'seem' 'to' 'mind' 'that' 'she' 'was' 'screaming' 'in'
 'his' 'ear']"
154,"[5.44237137 8.43248844 3.10012555 0.05577179 3.96843147 6.04970503
 1.84676933 8.58879948 4.25155783 4.01449394 3.2818675  0.56131399]","[6.00220966 5.34631538 5.19349289 0.38524178 4.26018047 4.498703
 2.49460697 5.76337814 2.25320816 0.99617356 3.14868021 2.11986494]","[-0.55983829  3.08617306 -2.09336734 -0.32946998 -0.291749    1.55100203
 -0.64783764  2.82542133  1.99834967  3.01832032  0.13318729 -1.55855095]","['He' 'drank' 'too' 'much' 'at' 'times' 'and' 'washed' 'too' 'little' 'at'
 'times']"
155,"[ 5.44237137 11.28653812  0.93077087  0.50632286  2.93061829  0.06815791
  0.115159    1.27550006  5.59498024  4.549685    0.33051327  8.67889309]","[6.00220966 5.34631538 3.17138433 2.83769703 2.89151692 0.39537212
 0.7171458  2.10898852 5.45253468 2.05843663 1.40016603 3.803262  ]","[-0.55983829  5.94022274 -2.24061346 -2.33137417  0.03910136 -0.32721421
 -0.60198677 -0.83348846  0.14244556  2.49124837 -1.0696528   4.87563133]","['He' 'folded' 'his' 'arms' 'across' 'his' 'chest' 'and' 'put' 'out' 'his'
 'lip']"
156,"[ 5.44237137  3.69525218  5.97226048  7.88010788  2.82921505  4.55882072
  3.97470236  0.05992382  1.49365616  1.2859323   5.38880539 13.99304771]","[6.00220966 5.34631538 5.61631441 7.21040249 2.21986485 3.95161653
 5.56288719 0.4753727  3.29521465 2.63034654 5.4029007  2.81340933]","[-0.55983829 -1.6510632   0.35594606  0.66970539  0.6093502   0.6072042
 -1.58818483 -0.41544887 -1.80155849 -1.34441423 -0.01409531 11.17963791]","['He' 'had' 'another' 'shock' 'when' 'they' 'told' 'him' 'he' 'was'
 'moving' 'cells']"
157,"[5.44237137 6.97035694 1.5776757  3.00631213 2.72836661 0.90150517
 0.2010314  0.83862877 4.94420528 2.22739553 0.42853752 5.83210945]","[6.00220966 5.34631538 4.0459981  6.38632488 2.30950689 1.43333459
 1.03737605 2.05418062 5.74550438 2.39941788 1.16306043 4.00519705]","[-0.55983829  1.62404156 -2.46832228 -3.38001275  0.41885972 -0.53182942
 -0.83634466 -1.21555185 -0.8012991  -0.17202234 -0.73452294  1.8269124 ]","['He' 'put' 'his' 'hands' 'in' 'his' 'pockets' 'and' 'leaned' 'against'
 'the' 'truck']"
158,"[ 5.44237137  2.39752269  8.27132416  2.97744799  5.03592825  1.30566049
 11.28141594  0.85615754  4.37606621  3.01272869  1.92922175  0.01879665]","[6.00220966 5.34631538 6.39564466 3.24422741 6.33051205 3.11632109
 6.1592021  4.40975142 5.68863583 5.30261183 4.25432396 0.15190768]","[-0.55983829 -2.9487927   1.87567949 -0.26677942 -1.2945838  -1.8106606
  5.12221384 -3.55359387 -1.31256962 -2.28988314 -2.32510233 -0.13311103]","['He' 'was' 'built' 'with' 'muscle' 'and' 'liked' 'to' 'throw' 'his'
 'weight' 'around']"
159,"[ 4.00246048  2.89193416 12.34471512  9.75844765  3.56306762  4.11768723
  0.77918327  7.11669731  2.10047865  5.59921455  3.67488813  7.59406853]","[6.00220966 4.9394846  5.65960121 4.74613476 4.70368099 1.70054841
 3.32248783 2.55005574 3.77529144 5.17691135 2.6930232  7.55654907]","[-1.99974918 -2.04755044 -1.43501854  5.01231289 -1.79239941  2.41713881
 -2.54330444  4.56664181 -1.67481279  0.4223032   0.98186493  0.03751945]","['I' 'am' 'trying,' 'old' 'man,' 'but' 'I' 'would' 'rather' 'kill' 'the'
 'ship']"
160,"[4.00246048 8.03680897 3.83835316 2.51096749 9.51086521 4.45114136
 2.49678469 5.54646111 2.22628069 0.64320982 0.24762513 6.21290493]","[6.00220966 4.9394846  5.20854759 4.81756878 6.68102264 5.12066746
 5.26903439 1.56338382 2.7070961  2.99239111 1.55441928 5.73454046]","[-1.99974918  3.09732437 -1.37019444 -2.30660129  2.82984257 -0.6695261
 -2.7722497   3.98307729 -0.48081541 -2.34918118 -1.30679417  0.47836447]","['I' 'shall' 'have' 'a' 'victory' 'and' 'I' 'want' 'it' 'to' 'be'
 'remembered']"
161,"[ 3.70056891  1.91390789  6.05918884 13.33423805  5.8958807   7.49857616
  3.20814228  0.57297653  4.49397707  3.87654018  0.04003257  0.34960994]","[6.00220966 5.4019928  6.3940587  3.15620327 5.37786865 3.65975952
 2.80145788 2.91401911 5.30105877 3.14438295 0.27026683 1.02703667]","[-2.30164075 -3.48808479 -0.33486986 10.17803478  0.51801205  3.83881664
  0.4066844  -2.34104252 -0.8070817   0.73215723 -0.23023427 -0.6774267 ]","['In' 'the' 'morning' 'Mickey' 'stood' 'straight' 'with' 'his' 'hand'
 'behind' 'his' 'back']"
162,"[3.70056891 1.91390789 6.05918884 5.15859032 4.76787233 9.3925724
 7.9447732  1.21820211 2.08706093 7.06900311 2.0378108  2.2450583 ]","[6.00220966 5.4019928  6.3940587  3.15620327 5.42387295 2.92105389
 6.70628309 3.16759992 3.65337181 7.24698544 4.16239643 2.45280194]","[-2.30164075 -3.48808479 -0.33486986  2.00238705 -0.65600061  6.47151852
  1.2384901  -1.9493978  -1.56631088 -0.17798233 -2.12458563 -0.20774364]","['In' 'the' 'morning' 'at' 'breakfast' 'Mike' 'smiled' 'at' 'the' 'letter'
 'he' 'received']"
163,"[3.98753715 5.68214607 0.56502783 3.96551967 1.5924716  0.05213792
 9.39015293 4.30107212 2.17219377 4.77644873 1.07053328 2.69322181]","[6.00220966 2.6268568  2.656003   5.1930275  2.07222939 0.36708188
 6.17776585 6.60694647 5.17531252 5.98865175 2.5587759  6.03665733]","[-2.01467252  3.05528927 -2.09097528 -1.22750783 -0.47975779 -0.31494397
  3.21238708 -2.30587435 -3.00311875 -1.21220303 -1.48824263 -3.34343553]","['It' 'had' 'been' 'two' 'weeks' 'since' 'Philip' 'had' 'been' 'sent' 'to'
 'prison']"
164,"[ 3.98753715  2.09061241  2.92888618  3.22476792  4.1268034  10.89033138
  0.87136054  4.91406918  3.25113845  4.71322727  5.6622982   3.60372782]","[6.00220966 2.6268568  5.64704609 4.86257362 5.61495829 6.33549118
 4.42233753 6.24059629 2.31345487 5.39377785 4.6433816  3.7170682 ]","[-2.01467252 -0.53624439 -2.71815991 -1.6378057  -1.48815489  4.54246426
 -3.55097699 -1.32652712  0.93768358 -0.68055058  1.01891661 -0.11334038]","['It' 'is' 'not' 'the' 'most' 'fragrant' 'of' 'places' 'but' 'we' 'make'
 'do']"
165,"[ 7.94413376 11.14800072  2.88495755  3.1528306   8.626091    9.44520569
  5.07468367  5.05206823  4.94441652  1.78306675  0.04169327  0.37222123]","[6.00220966 6.96687365 3.49664044 3.720541   4.48839092 4.43989086
 3.08891654 3.69325018 2.21641088 2.96972704 0.34318024 1.66564298]","[ 1.9419241   4.18112707 -0.61168289 -0.5677104   4.13770008  5.00531483
  1.98576713  1.35881805  2.72800565 -1.18666029 -0.30148697 -1.29342175]","['James' 'walked' 'in' 'to' 'wake' 'Samuel' 'at' 'four' 'thirty' 'in'
 'the' 'morning']"
166,"[6.77197266e+00 2.65713501e+00 4.80269241e+00 1.13108158e+01
 2.57306933e+00 4.75531530e+00 7.31240606e+00 7.92455626e+00
 7.29814053e+00 3.99994195e-01 8.93841870e-03 1.25960622e-03]","[6.00220966 1.8997817  4.54523849 2.95430517 6.31082869 5.63357353
 7.94486618 6.31243801 3.47326899 1.24863482 0.08342057 0.01380311]","[ 0.76976299  0.75735331  0.25745392  8.35651016 -3.73775935 -0.87825823
 -0.63246012  1.61211824  3.82487154 -0.84864062 -0.07448215 -0.01254351]","['Let' 'us' 'give' 'battle' 'to' 'these' 'foreign' 'snakes' 'once' 'and'
 'for' 'all']"
167,"[ 9.60571456  9.27514362  3.28776693  1.37156594  0.74577832 11.09466648
  1.15385461 11.62209797  4.67621756  3.66855288  0.81920135  3.66496682]","[6.00220966 6.86681318 2.9126339  3.22022533 2.95323181 3.85654306
 3.08234429 4.05426931 4.34217834 5.12504959 2.14362097 6.00935888]","[ 1.2852354   2.40833044  0.37513304 -1.8486594  -2.20745349  7.23812342
 -1.92848969  7.56782866  0.33403921 -1.45649672 -1.32441962 -2.34439206]","['Tommy' 'came' 'out' 'of' 'the' 'staff' 'room' 'toilet' 'looking' 'a'
 'little' 'pale']"
168,"[ 7.34264755 10.66812515  5.17175817  6.53004932  7.25802612  2.42081594
  4.01598215  2.21717048  3.03662109  8.22134113  0.33549899  2.49248409]","[6.00220966 6.65127087 4.35429955 2.5375371  4.45577431 4.06704903
 3.31453609 4.90225267 4.00891542 4.13235044 1.04309702 2.8298099 ]","[ 1.34043789  4.01685429  0.81745863  3.99251223  2.80225182 -1.64623308
  0.70144606 -2.6850822  -0.97229433  4.08899069 -0.70759803 -0.33732581]","['Michael' 'knew' 'they' 'never' 'hit' 'him' 'and' 'that' 'was' 'half'
 'the' 'problem']"
169,"[9.07077408 8.41842079 7.57862186 2.53649426 2.97968912 5.59430218
 4.56046295 4.3821125  5.32264233 5.14218664 2.6423614  2.50702953]","[6.00220966 6.85129166 3.76802111 3.31109047 3.82492042 4.89851093
 4.67673922 3.15912151 3.95593905 4.86497355 2.96586752 6.15054703]","[ 3.06856441  1.56712914  3.81060076 -0.77459621 -0.84523129  0.69579124
 -0.11627626  1.22299099  1.36670327  0.2772131  -0.32350612 -3.64351749]","['Alan' 'told' 'Jason' 'he' 'would' 'just' 'sit' 'outside' 'to' 'have'
 'his' 'lunch']"
170,"[6.20758057 3.80953979 6.01853466 3.18037391 4.56719685 9.14961529
 2.33595228 4.38428116 3.46701908 2.75616431 1.11417878 3.73064041]","[6.00220966 4.01180506 8.25371933 3.9040885  5.97443676 3.17639184
 5.46271515 5.83534479 3.80583429 3.10762501 2.76981902 3.01057053]","[ 0.2053709  -0.20226526 -2.23518467 -0.72371459 -1.40723991  5.97322369
 -3.12676287 -1.45106363 -0.33881521 -0.3514607  -1.65564024  0.72006989]",['Now' 'the' 'man' 'is' 'coming' 'who' 'will' 'give' 'it' 'back' 'to' 'me']
171,"[6.78607941 9.08234024 0.42178911 3.46302509 6.38458538 5.96669674
 4.82481575 2.23639965 0.91184169 5.41746187 4.55184937 3.88887   ]","[6.00220966 5.32598066 2.6643095  5.3554039  4.66349125 5.47135782
 4.93558502 4.73666143 3.0332067  3.87412977 4.86431932 1.96033704]","[ 0.78386974  3.75635958 -2.24252033 -1.89237881  1.72109413  0.49533892
 -0.11076927 -2.50026178 -2.12136507  1.5433321  -0.31246996  1.92853296]","['She' 'threatened' 'to' 'leave' 'before' 'and' 'this' 'time' 'she' 'just'
 'had' 'enough']"
172,"[ 2.12143683  4.59751034 11.10997581  8.32727432  2.50512218  5.84735537
  6.18564701  3.26455832  3.33298111  7.03366661  2.00097656  4.48521566]","[6.00220966 8.55645847 6.6950841  5.34774923 3.37991309 4.50588465
 6.15301418 4.04954004 6.37513638 5.79689026 3.38111448 2.8772831 ]","[-3.88077283 -3.95894814  4.41489172  2.97952509 -0.87479091  1.34147072
  0.03263283 -0.78498173 -3.04215527  1.23677635 -1.38013792  1.60793257]","['The' 'first' 'knife' 'caught' 'in' 'her' 'skirt' 'and' 'she' 'shook'
 'it' 'free']"
173,"[2.12143683 5.7734251  2.75138569 7.98588991 8.49626637 2.33931971
 2.4195652  4.04942799 8.12569618 0.32286659 7.82811594 3.35979342]","[6.00220966 8.55645847 4.72518396 4.80354023 6.33759308 3.3176012
 4.15764999 1.72414994 5.27932072 1.7228415  6.11723948 5.7963028 ]","[-3.88077283 -2.78303337 -1.97379827  3.18234968  2.15867329 -0.9782815
 -1.73808479  2.32527804  2.84637547 -1.39997494  1.71087646 -2.43650937]","['The' 'last' 'thing' 'Alex' 'felt' 'like' 'doing' 'after' 'work' 'was'
 'more' 'work']"
174,"[2.12143683 9.3401289  2.28153419 6.03481483 4.11552429 3.00650835
 0.04856712 0.4875586  7.06947041 3.92305136 9.45272446 3.5919416 ]","[6.00220966 8.55645847 5.2067852  5.87414122 6.45650959 3.7949636
 0.36173517 2.26419401 7.01255989 4.42376804 7.17787647 3.1617353 ]","[-3.88077283  0.78367043 -2.92525101  0.16067362 -2.3409853  -0.78845525
 -0.31316805 -1.77663541  0.05691051 -0.50071669  2.27484798  0.4302063 ]","['The' 'truck' 'was' 'an' 'older' 'version' 'of' 'the' 'ones' 'the'
 'others' 'drove']"
175,"[ 6.16350937  9.21200371  0.69937813  2.49868011  4.66027164  4.89693356
  2.46269751  7.3879385   5.7700367  11.85507202  3.16736007  2.81040597]","[6.00220966 4.82969332 2.69799733 2.26039195 7.57918835 6.57030487
 3.38882113 5.78610563 4.48341274 5.14707184 3.78868484 4.6821084 ]","[ 0.16129971  4.38231039 -1.9986192   0.23828816 -2.9189167  -1.67337132
 -0.92612362  1.60183287  1.28662395  6.70800018 -0.62132478 -1.87170243]","['They' 'stared' 'at' 'the' 'black' 'wall' 'and' 'now' 'this' 'offered'
 'no' 'comfort']"
176,"[4.38625336 5.48773623 5.12889767 0.30270255 1.90356576 6.1500144
 4.02866697 4.45594883 0.01330733 3.38283539 8.43114948 0.58504748]","[6.00220966 4.7759161  4.72595739 1.66201591 6.79174566 8.35014057
 3.0630641  4.41595316 0.12263155 3.46008873 4.18833303 2.23840475]","[-1.61595631  0.71182013  0.40294027 -1.35931337 -4.88817978 -2.20012617
  0.96560287  0.03999567 -0.10932422 -0.07725334  4.24281645 -1.65335727]","['We' 'should' 'talk' 'about' 'the' 'things' 'people' 'talk' 'about' 'on'
 'first' 'dates']"
177,"[ 5.88750458  4.37048953  1.06487775  3.87850857  0.7684502   1.68431449
  2.83259988  4.19455385  6.38509631 11.29819584  1.51260614  0.09945215]","[6.00220966 5.80234098 3.61611843 5.30840015 2.62327194 3.30831337
 4.34296703 3.00745869 4.35013199 5.63235188 3.90623665 0.97652167]","[-0.11470509 -1.43221903 -2.55124068 -1.42989159 -1.85482168 -1.62399888
 -1.51036716  1.18709517 -0.52424407  5.66584396 -2.3936305  -0.87706953]","['Why' ""don't"" 'you' 'tell' 'me' 'what' 'happened' 'on' 'Saturday,' 'step'
 'by' 'step']"
178,"[10.01180685 10.56128025  1.32780492  7.74701118  3.55893588  1.04383779
  1.00226903  1.06667674  0.21677624  0.64427519  4.34010744  0.6774196
  7.00624371]","[6.00220966 5.50940847 3.3448348  5.01225615 2.69812322 3.7580173
 2.25058389 2.33042002 0.95966357 2.72588992 2.47023344 2.82221961
 6.04872704]","[ 2.36300564  5.05187178 -2.01702976  2.73475504  0.86081266 -2.71417952
 -1.24831486 -1.26374328 -0.74288732 -2.08161473  1.869874   -2.14479995
  0.95751667]","['Emma' 'put' 'her' 'mug' 'of' 'tea' 'down' 'on' 'the' 'table' 'with' 'a'
 'bang']"
179,"[9.33220673 4.24485254 5.0984149  0.56021392 3.39592171 0.55732304
 3.27964687 2.94284415 9.45016861 4.14628029 2.60020518 0.445721
 5.57598639]","[6.00220966 6.19556522 5.55396557 1.8083775  5.7880044  2.15901017
 4.94492245 2.89897943 6.30083132 6.9146471  4.60243034 1.95508599
 4.84784317]","[ 3.32999706 -1.95071268 -0.45555067 -1.24816358 -2.39208269 -1.60168719
 -1.66527557  0.04386473  3.14933729 -2.76836681 -2.00222516 -1.50936496
  0.72814322]","['Bruce' 'is' 'looking' 'for' 'someone' 'to' 'take' 'the' 'spare' 'room'
 'in' 'his' 'flat']"
180,"[ 5.16576004  2.35146022  3.12987137  3.03797507  6.71751642  3.87756586
  7.53032398 10.42673969  7.81134701  1.32790685  2.25212002  0.10813152
  1.46962166]","[6.00220966 6.66562986 7.77088261 5.21467066 5.27374649 3.65873528
 3.62255669 2.60040617 5.52312422 4.13566685 3.48996401 0.96046174
 3.5607276 ]","[-0.83644962 -4.31416988 -4.64101124 -2.17669559  1.44376993  0.21883059
  3.9077673   7.82633352  2.28822279 -2.80776    -1.23784399 -0.85233021
 -2.09110594]","['From' 'the' 'moment' 'we' 'leave' 'this' 'spot' 'be' 'very' 'careful'
 'what' 'you' 'say']"
181,"[5.44237137 8.71392536 1.66607761 1.01430094 0.31818286 6.82680225
 2.42277193 1.3237114  2.44489956 3.13606977 2.67426682 0.99363452
 3.69003892]","[6.00220966 5.34631538 3.84865332 3.98344135 2.3084569  2.9506886
 3.87714982 2.99300909 4.15083504 5.19878101 4.31473255 1.99441206
 2.14956665]","[-0.55983829  3.36760998 -2.1825757  -2.96914053 -1.99027407  3.87611365
 -1.45437789 -1.6692977  -1.70593548 -2.06271124 -1.64046574 -1.00077748
  1.54047227]","['He' 'knocked' 'on' 'the' 'door' 'so' 'hard' 'that' 'he' 'almost' 'broke'
 'it' 'down']"
182,"[5.44237137 8.74228764 9.30075455 8.94715881 3.01889515 2.28745127
 7.3060236  2.98861408 1.37249184 1.70414138 3.55683875 1.22032356
 2.90069785]","[6.00220966 5.34631538 4.35851765 0.27345103 4.12430668 5.30679226
 4.53368187 3.40389681 2.85060692 1.57629061 3.28687859 3.73049688
 6.10934591]","[-0.55983829  3.39597225  4.9422369   8.67370796 -1.10541153 -3.01934099
  2.77234173 -0.41528273 -1.47811508  0.12785077  0.26996017 -2.51017332
 -3.32968831]","['He' 'let' 'Donald' 'go' 'and' 'he' 'fell' 'to' 'the' 'floor' 'with' 'a'
 'thud']"
183,"[5.44237137 7.46037769 3.9693284  2.34749246 4.90630627 3.53790283
 2.25180531 3.27864838 6.09229803 4.13422489 2.38001323 3.48080826
 5.39199781]","[6.00220966 5.34631538 3.83513784 1.88838911 5.57385159 4.2394309
 3.6872797  6.11319304 3.6357398  5.77002525 2.48832798 3.01688147
 7.13412714]","[-0.55983829  2.11406231  0.13419056  0.45910335 -0.66754532 -0.70152807
 -1.4354744  -2.83454466  2.45655823 -1.63580036 -0.10831475  0.46392679
 -1.74212933]","['He' 'smiled' 'again' 'and' 'felt' 'like' 'a' 'man' 'and' 'not' 'just'
 'the' 'kid']"
184,"[7.55861354 3.44217229 2.12777853 4.72649574 0.20274018 5.89092922
 7.39216948 1.40556061 3.75191832 4.83300686 3.19110322 4.37952948
 4.26893902]","[6.00220966 5.78658962 4.81934166 7.17754555 0.98599643 6.01168919
 4.2843504  4.62838268 2.94664478 3.18945694 5.3088994  3.43051887
 1.9925772 ]","[-0.55983829 -2.34441733 -2.69156313 -2.4510498  -0.78325623 -0.12075996
  3.10781908 -3.22282219  0.80527353  1.64354992 -2.11779618  0.94901061
  2.27636194]","[""He's"" 'got' 'the' 'ability' 'to' 'work' 'but' 'he' 'just' 'gets' 'bored'
 'too' 'easy']"
185,"[4.00246048 4.85213953 4.48671818 2.61204696 8.4852562  0.08067186
 6.59708309 8.30533791 4.31769323 3.97190928 0.24550481 2.00210619
 4.33899307]","[6.00220966 4.9394846  4.3395524  4.17517185 6.47262335 0.70509732
 7.76454258 2.06230855 5.1353569  4.41940069 1.37984002 4.69134378
 6.05116177]","[-1.99974918 -0.67829514  0.14716578 -1.5631249   2.01263285 -0.62442547
 -1.16745949  6.24302959 -0.81766367 -0.44749141 -1.13433516 -2.68923759
 -1.71216869]","['I' ""can't"" 'see' 'any' 'amount' 'of' 'talk' 'getting' 'you' 'out' 'of'
 'this' 'mess']"
186,"[ 4.00246048 13.49307728  2.99476433  0.89853466  2.92284369  1.25438762
  6.67615128  5.62195206  3.24529767  2.01458979  4.52943754  1.40184736
  5.36299515]","[6.00220966 4.9394846  3.61244416 2.80287313 6.88306332 2.83861208
 5.86824512 5.24933863 3.40257668 2.9113822  4.73428249 3.38675809
 4.85211468]","[-1.99974918  8.55359268 -0.61767983 -1.90433848 -3.96021962 -1.58422446
  0.80790615  0.37261343 -0.15727901 -0.89679241 -0.20484495 -1.98491073
  0.51088047]","['I' 'flung' 'out' 'my' 'hands' 'and' 'they' 'said' 'I' 'had' 'broken'
 'my' 'wrists']"
