id,surprisal,entropy,deviation,tokens
141,"[6.64615679 6.19213104 4.96214819 3.72461081 1.75954449 4.74698687
 3.16764498 2.3778398  5.39995384 3.7904563  1.3877157 ]","[7.0105648  5.37358761 5.62879848 5.07099819 2.28566742 2.92976904
 3.09190083 5.17979527 4.19066477 3.11888266 2.96016312]","[-0.36440802  0.81854343 -0.6666503  -1.34638739 -0.52612293  1.81721783
  0.07574415 -2.80195546  1.20928907  0.67157364 -1.57244742]","['She' 'just' 'kept' 'telling' 'herself' 'he' 'had' 'to' 'learn' 'a'
 'lesson']"
142,"[6.64615679 8.4800415  0.05676208 6.58242702 0.59911001 7.6635952
 4.05929232 2.62034917 4.24426365 1.43947434 6.67390585]","[7.0105648  5.37358761 0.43862504 5.52570534 2.21449852 5.71387339
 4.97154093 5.49334335 6.68259144 2.80145741 5.63831234]","[-0.36440802  3.1064539  -0.38186294  1.05672169 -1.61538851  1.94972181
 -0.91224861 -2.87299418 -2.43832779 -1.36198306  1.03559351]","['She' 'wound' 'up' 'talking' 'to' 'Barry' 'about' 'her' 'time' 'in'
 'India']"
143,"[ 3.27810335 10.69853973  3.32484794 11.8441453   5.17755318  7.32595062
  7.89861107  0.47589421  5.19252443  8.57645702  4.53639269]","[7.0105648  8.55312252 4.80334854 5.08835125 4.94902611 5.136518
 6.1166563  2.80310488 6.76544189 4.88347721 3.1656301 ]","[-3.73246145  2.14541721 -1.4785006   3.27675343  0.22852707  2.18943262
  1.78195477 -2.32721066 -1.57291746  3.69297981  1.37076259]","['The' 'gate' 'was' 'double,' 'one' 'huge' 'mass' 'of' 'wood' 'following'
 'another']"
144,"[ 3.27810335 13.51172638  6.87630749  5.15374422  2.45912766  3.92498732
  2.62738514  6.22736263  2.27677655  7.3685832   5.25411892]","[7.0105648  8.55312252 7.45111084 5.43255997 3.74615526 5.79538918
 1.94978547 6.18714619 6.25297356 1.38471198 3.96604538]","[-3.73246145  4.95860386 -0.57480335 -0.27881575 -1.2870276  -1.87040186
 -1.28626442  0.04021645 -3.976197    5.98387146  1.28807354]","['The' 'gathered' 'villagers' 'took' 'a' 'step' 'back,' 'almost' 'as'
 'one' 'man']"
145,"[ 4.96000719  7.03341341  6.35304594 10.68208504  7.29216194  5.42517996
  1.74626136  5.17619038  6.3531909   5.35409355  7.98010731]","[7.0105648  4.74875879 5.39021444 1.92911279 4.86229563 5.82951927
 2.25220537 4.00368071 3.6911056  3.15542078 4.55049229]","[-2.05055761  2.28465462  0.9628315   8.7529726   2.42986631 -0.40433931
 -0.50594401  1.17250967  2.66208529  2.19867277  3.42961502]","['We' 'shall' 'arrive' 'properly' 'or' 'you' 'will' 'never' 'live' 'this'
 'down']"
146,"[ 6.63988161  4.72148705  7.60576344  7.57363796  4.26006556  4.17455423
  9.48018742 10.80147457  5.35808945  3.16094112  4.90338326]","[7.0105648  6.53964281 4.78295612 3.68762898 4.55062628 5.72485256
 6.3452754  5.74863052 2.9441371  1.72274363 3.28824282]","[-0.37068319 -1.81815577  2.82280731  3.88600898 -0.29056072 -2.36672807
  3.13491201  5.05284405  2.41395235  1.43819749  1.61514044]","['While' 'they' 'sat' 'drinking' 'their' 'tea,' 'Mick' 'dug' 'them' 'a'
 'trench']"
147,"[5.32486773 3.13635445 8.08321667 0.7614581  0.7874102  4.47654247
 1.6632576  2.44135284 4.24662638 6.32977104 0.59451693]","[7.0105648  3.9142375  3.34513974 1.97526765 2.05718994 5.94574261
 2.40410066 4.9108305  6.30489302 2.98550749 1.56970727]","[-1.68569708 -0.77788305  4.73807716 -1.21380949 -1.26977968 -1.46920013
 -0.74084306 -2.46947765 -2.05826664  3.34426355 -0.97519034]","['You' 'know' 'better' 'than' 'to' 'talk' 'to' 'your' 'mother' 'like'
 'that']"
148,"[5.32486773 3.13635445 2.62493443 5.52121067 6.06773949 4.54376364
 3.52151656 3.10825562 1.34971941 2.3993516  0.01578338]","[7.0105648  3.9142375  3.34513974 6.89851475 4.34709024 4.61614752
 3.57217383 2.12811875 2.53152227 2.61354637 0.12367172]","[-1.68569708 -0.77788305 -0.72020531 -1.37730408  1.72064924 -0.07238388
 -0.05065727  0.98013687 -1.18180287 -0.21419477 -0.10788833]",['You' 'know' 'that' 'I' 'will' 'do' 'whatever' 'you' 'ask' 'of' 'me']
149,"[5.32486773 6.78755831 2.09463024 4.27292061 9.8718462  7.43302345
 6.13619137 2.96543241 1.36438322 1.97158897 0.05607029]","[7.0105648  3.9142375  4.73137474 2.14757919 4.48478127 4.41194201
 6.85554123 4.2989912  5.28523827 5.68648863 0.48484156]","[-1.68569708  2.87282038 -2.6367445   2.12534142  5.38706493  3.02108145
 -0.71934986 -1.3335588  -3.92085505 -3.71489954 -0.42877126]","['You' ""shouldn't"" 'have' 'been' 'racing' 'my' 'truck' 'in' 'the' 'first'
 'place']"
150,"[3.94234896 9.53458595 5.56939411 0.77280343 2.14056683 1.73697662
 1.16081417 0.24324082 4.34911442 0.87579864 5.71012449 2.37227416]","[7.0105648  7.95023966 4.44129562 2.06008101 4.76644754 1.83811235
 2.29580855 1.66878009 5.35506439 2.08399248 3.96521044 5.66997623]","[-3.06821585  1.58434629  1.12809849 -1.28727758 -2.62588072 -0.10113573
 -1.13499439 -1.42553926 -1.00594997 -1.20819378  1.74491405 -3.29770207]",['A' 'smile' 'came' 'to' 'his' 'lips' 'as' 'he' 'thought' 'of' 'an' 'idea']
151,"[6.25812197 8.35452843 1.74322069 4.70647621 0.51982051 0.95883924
 7.42916107 4.59775782 1.78872883 4.12319279 0.56495905 0.31455532]","[7.0105648  7.19743872 2.87009096 3.0854032  1.24920475 3.52000141
 6.59871101 4.32072163 4.85933113 2.89065552 2.08724236 1.54504335]","[-0.75244284  1.15708971 -1.12687027  1.62107301 -0.72938424 -2.56116223
  0.83045006  0.27703619 -3.07060242  1.23253727 -1.52228332 -1.23048806]","['All' 'last' 'week' 'there' 'was' 'a' 'white' 'van' 'parked' 'across'
 'the' 'street']"
152,"[ 8.34958649 11.04533386  7.6196928   0.20924518  1.3706758   4.04595757
  6.99713373  0.15098943  0.8774907   1.15583205  2.17401123  6.68635798]","[7.0105648  4.10202217 6.84187412 1.16409135 2.38055253 6.17594337
 6.34459209 0.80280185 2.43263388 2.78102517 5.41274452 5.82842541]","[ 1.33902168  6.94331169  0.77781868 -0.95484614 -1.00987673 -2.12998581
  0.65254164 -0.65181243 -1.55514312 -1.62519312 -3.23873329  0.85793257]","['Finally' 'Maria' 'sat' 'down' 'with' 'a' 'cup' 'of' 'tea' 'and' 'a'
 'sandwich']"
153,"[5.94910097 4.51705284 4.16964722 0.70938659 2.14711785 2.95502996
 3.45785475 0.86779952 6.29832458 3.38673162 1.65720046 0.7954827 ]","[7.0105648  5.27907944 5.16347933 3.26918292 3.68669844 3.98039055
 5.0630374  3.40500379 6.30637932 3.26010418 3.18305683 1.31582427]","[-1.06146383 -0.76278114 -0.99383211 -2.55979633 -1.53958058 -1.02536058
 -1.60518265 -2.53720427 -0.00805473  0.12662745 -1.52585638 -0.52034158]","['He' ""didn't"" 'seem' 'to' 'mind' 'that' 'she' 'was' 'screaming' 'in'
 'his' 'ear']"
154,"[5.94910097 7.99588966 2.661412   0.07957266 4.77486515 3.40962005
 1.69817412 8.53735065 0.36929268 1.21140397 2.10623455 1.26585603]","[7.0105648  5.27907944 4.93637705 0.40562347 3.69099426 4.41123676
 2.45171404 5.48688173 1.61317825 1.71828592 2.65616822 2.13547897]","[-1.06146383  2.71681023 -2.27496505 -0.32605082  1.08387089 -1.00161672
 -0.75353992  3.05046892 -1.24388552 -0.50688195 -0.54993367 -0.86962295]","['He' 'drank' 'too' 'much' 'at' 'times' 'and' 'washed' 'too' 'little' 'at'
 'times']"
155,"[5.94910097 9.77261543 0.96202511 0.45804119 4.69638252 0.26375598
 0.24620196 1.04568684 5.24782228 5.67863131 0.84589052 8.33440018]","[7.0105648  5.27907944 3.0893724  2.42828274 3.0992105  1.18526292
 1.33134425 2.13718772 5.45725822 1.69801438 1.65548205 3.70977163]","[-1.06146383  4.493536   -2.12734723 -1.97024155  1.59717202 -0.92150694
 -1.08514225 -1.09150088 -0.20943594  3.98061705 -0.80959153  4.62462854]","['He' 'folded' 'his' 'arms' 'across' 'his' 'chest' 'and' 'put' 'out' 'his'
 'lip']"
156,"[ 5.94910097  3.53040481  6.86893368  7.40350437  2.52471876  4.25437069
  4.46431351  0.18949427  1.47612691  1.20263302  6.65669346 13.11362934]","[7.0105648  5.27907944 5.68878603 7.33280516 4.17342567 3.1618247
 5.49721146 1.22335815 3.11937547 2.5986166  5.47176075 3.54946041]","[-1.06146383 -1.74867463  1.18014765  0.07069921 -1.64870691  1.09254599
 -1.03289795 -1.0338639  -1.64324856 -1.39598358  1.18493271  9.56416893]","['He' 'had' 'another' 'shock' 'when' 'they' 'told' 'him' 'he' 'was'
 'moving' 'cells']"
157,"[5.94910097 6.7486515  1.88427389 2.41572523 2.58434582 0.48098344
 0.20959856 0.84472597 4.53559303 1.98027766 0.4177528  8.05702972]","[7.0105648  5.27907944 4.2696104  5.58625126 2.27421665 1.74645984
 1.24124587 2.06106615 5.75922871 3.01253366 1.73601151 4.21848297]","[-1.06146383  1.46957207 -2.3853364  -3.17052603  0.31012917 -1.26547647
 -1.03164732 -1.21634018 -1.22363567 -1.03225601 -1.31825876  3.83854675]","['He' 'put' 'his' 'hands' 'in' 'his' 'pockets' 'and' 'leaned' 'against'
 'the' 'truck']"
158,"[ 5.94910097  2.29470992  8.25045872  2.44411778  6.94539309  1.18279839
 11.68338585  0.58490133  4.52024221  2.82526755  2.138695    0.38678715]","[7.0105648  5.27907944 6.43233871 3.56311893 6.18902588 2.78936863
 6.00900745 3.13677573 5.53957224 4.45272875 4.65606213 1.93472147]","[-1.06146383 -2.98436952  1.81812    -1.11900115  0.75636721 -1.60657024
  5.6743784  -2.5518744  -1.01933002 -1.62746119 -2.51736712 -1.54793429]","['He' 'was' 'built' 'with' 'muscle' 'and' 'liked' 'to' 'throw' 'his'
 'weight' 'around']"
159,"[ 3.99970675  3.05015278 11.69267225  9.68305302  3.2884348   4.96553183
  1.23072934  5.14280796  2.17852855  5.06918621  3.05386233  8.18302727]","[7.0105648  4.81620026 5.34596825 4.34219742 6.15386248 1.48655772
 4.29638195 3.39211464 3.15452433 4.3777647  3.93504524 7.55704689]","[-3.01085806 -1.76604748 -1.07181168  5.3408556  -3.41755533  3.4789741
 -3.06565261  1.75069332 -0.97599578  0.69142151 -0.88118291  0.62598038]","['I' 'am' 'trying,' 'old' 'man,' 'but' 'I' 'would' 'rather' 'kill' 'the'
 'ship']"
160,"[3.99970675 8.28849506 3.33507657 2.49753451 8.71230888 3.94279289
 2.25761461 7.43981934 2.82196665 0.73175913 0.4269729  5.23568535]","[7.0105648  4.81620026 5.30492306 4.84841251 7.05741167 4.03201532
 4.89347649 0.91366714 2.21163082 3.1365602  2.13404655 5.42117596]","[-3.01085806  3.47229481 -1.96984649 -2.350878    1.65489721 -0.08922243
 -2.63586187  6.52615213  0.61033583 -2.40480113 -1.70707369 -0.18549061]","['I' 'shall' 'have' 'a' 'victory' 'and' 'I' 'want' 'it' 'to' 'be'
 'remembered']"
161,"[ 4.45861101  1.96527267  6.03780746 12.68629074  7.49184752  6.61218596
  4.87761593  0.61898983  3.46001744  3.89825535  0.051542    0.50163341]","[7.0105648  5.40732765 6.41370583 2.97532701 5.68283653 3.69378829
 2.45330358 2.52717543 4.69277477 2.73514438 0.31707191 1.38325787]","[-2.55195379 -3.44205499 -0.37589836  9.7109642   1.80901098  2.91839767
  2.42431235 -1.9081856  -1.23275733  1.16311097 -0.26552993 -0.88162446]","['In' 'the' 'morning' 'Mickey' 'stood' 'straight' 'with' 'his' 'hand'
 'behind' 'his' 'back']"
162,"[4.45861101 1.96527267 6.03780746 5.070858   6.49358749 9.64944553
 7.82884598 2.43764186 2.27035475 8.93843174 1.78484297 1.61441457]","[7.0105648  5.40732765 6.41370583 2.97532701 5.25283909 2.76073861
 6.33811331 3.54710793 2.99746633 7.4716363  3.92286038 2.93178225]","[-2.55195379 -3.44205499 -0.37589836  2.09553099  1.24074841  6.88870716
  1.49073267 -1.10946608 -0.72711158  1.46679544 -2.13801742 -1.31736767]","['In' 'the' 'morning' 'at' 'breakfast' 'Mike' 'smiled' 'at' 'the' 'letter'
 'he' 'received']"
163,"[4.69776201 5.38526773 0.67464775 3.5915277  1.67257202 0.10375231
 8.62123108 3.8459363  2.24310589 4.09449482 1.17992628 2.26725364]","[7.0105648  2.84496045 3.14784861 5.14252138 2.31483912 0.65246791
 5.89258528 6.10991573 5.36074352 6.03011084 2.79715896 5.67819309]","[-2.31280279  2.54030728 -2.4732008  -1.55099368 -0.64226711 -0.54871559
  2.7286458  -2.26397943 -3.11763763 -1.93561602 -1.61723268 -3.41093946]","['It' 'had' 'been' 'two' 'weeks' 'since' 'Philip' 'had' 'been' 'sent' 'to'
 'prison']"
164,"[ 4.69776201  2.08903003  2.74860716  2.98430109  4.56336355 11.6954034
  2.26081538  6.02867746  3.95046711  5.09877682  5.58567524  6.35377026]","[7.0105648  2.84496045 5.41764641 4.64859915 5.04352665 6.2526226
 5.76525593 6.40614796 2.07527137 4.03833628 4.56142235 3.77727079]","[-2.31280279 -0.75593042 -2.66903925 -1.66429806 -0.4801631   5.42211628
 -3.50444055 -0.37747049  1.87519574  1.06044054  1.02425289  2.57649946]","['It' 'is' 'not' 'the' 'most' 'fragrant' 'of' 'places' 'but' 'we' 'make'
 'do']"
165,"[8.23317719e+00 9.87863636e+00 2.89348030e+00 2.59752035e+00
 8.41151619e+00 1.08001671e+01 4.51425982e+00 7.20043945e+00
 8.29214191e+00 2.45526719e+00 5.88648068e-03 2.00526610e-01]","[7.0105648  6.99946928 3.64720726 3.99982882 4.94749022 3.15047407
 5.05277681 4.03429985 2.64963078 3.59578824 0.0714574  0.73620784]","[ 1.22261238  2.87916708 -0.75372696 -1.40230846  3.46402597  7.64969301
 -0.538517    3.1661396   5.64251137 -1.14052105 -0.06557092 -0.53568125]","['James' 'walked' 'in' 'to' 'wake' 'Samuel' 'at' 'four' 'thirty' 'in'
 'the' 'morning']"
166,"[7.42841768e+00 2.38846254e+00 5.10330820e+00 1.14201536e+01
 7.48471260e-01 4.52459335e+00 7.36035633e+00 9.41112709e+00
 5.57553673e+00 3.86193931e-01 7.44047435e-03 2.21227965e-04]","[7.01056480e+00 1.95916796e+00 4.79804897e+00 3.22291970e+00
 3.76665831e+00 5.25865030e+00 7.60802460e+00 5.34492016e+00
 3.55401087e+00 1.06719482e+00 7.39449188e-02 2.70754076e-03]","[ 4.17852879e-01  4.29294586e-01  3.05259228e-01  8.19723415e+00
 -3.01818705e+00 -7.34056950e-01 -2.47668266e-01  4.06620693e+00
  2.02152586e+00 -6.81000888e-01 -6.65044412e-02 -2.48631276e-03]","['Let' 'us' 'give' 'battle' 'to' 'these' 'foreign' 'snakes' 'once' 'and'
 'for' 'all']"
167,"[10.92772126  7.88762522  2.31419611  1.1827153   1.29029441 11.03172398
  1.37608624 11.56575584  6.58566856  3.75690317  0.39977786  4.69122791]","[7.0105648  7.51243353 3.2918787  3.30254316 3.4858079  5.29228973
 3.34294415 4.3825593  4.16348743 4.79122925 1.34958565 5.56374073]","[ 1.36464882  0.37519169 -0.97768259 -2.11982775 -2.19551349  5.73943424
 -1.96685791  7.18319654  2.42218113 -1.03432608 -0.94980776 -0.87251282]","['Tommy' 'came' 'out' 'of' 'the' 'staff' 'room' 'toilet' 'looking' 'a'
 'little' 'pale']"
168,"[ 8.7712822  12.74378586  5.05276012  6.64515781  6.90523195  2.72363997
  3.35228348  2.63998652  3.91658115  7.28955698  0.37453848  2.59224749]","[7.0105648  7.0088768  4.04045296 2.49230266 3.93826199 4.02554417
 3.49569535 4.90909576 3.60147452 4.48545408 1.35536921 3.06889319]","[ 1.76071739  5.73490906  1.01230717  4.15285492  2.96696997 -1.3019042
 -0.14341187 -2.26910925  0.31510663  2.8041029  -0.98083073 -0.47664571]","['Michael' 'knew' 'they' 'never' 'hit' 'him' 'and' 'that' 'was' 'half'
 'the' 'problem']"
169,"[9.90427017 7.50672007 8.29602051 2.67112494 2.71646833 5.42690039
 4.82134056 5.88630724 4.08774471 4.55323601 3.31961083 2.75482631]","[7.0105648  6.97767162 5.33563805 5.18027353 3.83786225 4.7230463
 4.90830326 2.91775608 3.49341154 4.58418846 2.9787302  6.28709698]","[ 2.89370537  0.52904844  2.96038246 -2.5091486  -1.12139392  0.70385408
 -0.0869627   2.96855116  0.59433317 -0.03095245  0.34088063 -3.53227067]","['Alan' 'told' 'Jason' 'he' 'would' 'just' 'sit' 'outside' 'to' 'have'
 'his' 'lunch']"
170,"[ 6.60151339  3.80588412  5.97442961  3.4245019   5.00921917 10.40002918
  2.92546296  4.09222841  4.50832605  2.56138039  0.90279555  3.31755352]","[7.0105648  4.67369604 8.0734539  3.94341373 5.88594246 2.7203126
 4.87413979 5.77212143 3.74432135 3.33934212 2.80754614 4.0710516 ]","[-0.40905142 -0.86781192 -2.0990243  -0.51891184 -0.87672329  7.67971659
 -1.94867682 -1.67989302  0.76400471 -0.77796173 -1.90475059 -0.75349808]",['Now' 'the' 'man' 'is' 'coming' 'who' 'will' 'give' 'it' 'back' 'to' 'me']
171,"[6.64615679 9.18560791 0.39464745 4.11366272 4.9210577  6.67657328
 7.05069828 2.16313982 1.36983001 4.40902233 4.62657213 4.01667309]","[7.0105648  5.37358761 2.35270405 5.28275299 4.37292194 4.44177389
 4.89741087 5.21271801 4.39046097 4.63896847 5.54684734 3.12387228]","[-0.36440802  3.8120203  -1.95805657 -1.16909027  0.54813576  2.23479939
  2.15328741 -3.04957819 -3.02063084 -0.22994614 -0.92027521  0.89280081]","['She' 'threatened' 'to' 'leave' 'before' 'and' 'this' 'time' 'she' 'just'
 'had' 'enough']"
172,"[ 3.27810335  4.60542345 10.6209898   7.81493378  2.49653697  5.86819506
  6.99188423  3.73829508  3.82893348  7.94893217  1.81957352  6.34146261]","[7.0105648  8.55312252 7.03237057 5.49986553 2.8829298  4.92548847
 7.05641747 4.32479191 6.47589016 5.53772736 2.35533476 3.91304779]","[-3.73246145 -3.94769907  3.58861923  2.31506824 -0.38639283  0.94270658
 -0.06453323 -0.58649683 -2.64695668  2.41120481 -0.53576124  2.42841482]","['The' 'first' 'knife' 'caught' 'in' 'her' 'skirt' 'and' 'she' 'shook'
 'it' 'free']"
173,"[3.27810335 5.92437029 2.8888309  8.51399326 8.75687885 1.78628922
 3.33994007 3.47558308 6.7828064  0.6051591  7.81877899 3.14188933]","[7.0105648  8.55312252 5.28087139 4.48652077 6.25315952 3.68051195
 4.19713497 2.00218058 5.02648544 2.47969437 5.88921547 5.94308662]","[-3.73246145 -2.62875223 -2.39204049  4.0274725   2.50371933 -1.89422274
 -0.8571949   1.4734025   1.75632095 -1.87453532  1.92956352 -2.80119729]","['The' 'last' 'thing' 'Alex' 'felt' 'like' 'doing' 'after' 'work' 'was'
 'more' 'work']"
174,"[3.27810335 9.14528656 1.7659061  5.49596214 4.46406269 2.63054442
 0.09168422 0.57813948 7.62618446 4.07660198 8.96113205 4.42670822]","[7.0105648  8.55312252 4.80426502 5.81482697 6.49747181 5.24799585
 0.65509111 2.06420755 7.35511398 3.83457875 7.27417183 3.46174335]","[-3.73246145  0.59216404 -3.03835893 -0.31886482 -2.03340912 -2.61745143
 -0.56340688 -1.48606801  0.27107048  0.24202323  1.68696022  0.96496487]","['The' 'truck' 'was' 'an' 'older' 'version' 'of' 'the' 'ones' 'the'
 'others' 'drove']"
175,"[ 6.51351976  9.45245361  0.42726034  2.12375736  4.90526581  5.71381569
  2.64313316  7.84284163  6.13508272 11.56987476  2.29581618  3.42951632]","[7.0105648  4.95349216 2.14509773 2.40689659 7.26384974 6.59892941
 3.51060295 5.75051022 5.15479755 5.20212078 3.9426403  5.31844044]","[-0.49704504  4.49896145 -1.71783733 -0.28313923 -2.35858393 -0.88511372
 -0.86746979  2.09233141  0.98028517  6.36775398 -1.64682412 -1.88892412]","['They' 'stared' 'at' 'the' 'black' 'wall' 'and' 'now' 'this' 'offered'
 'no' 'comfort']"
176,"[4.96000719 5.44234133 5.19394493 0.22458628 1.89080215 5.56844997
 3.82156992 3.83687568 0.01223476 3.40985203 9.09353161 4.07312298]","[7.0105648  4.74875879 4.60750246 1.31620765 6.5614233  8.16477966
 2.51606989 4.372962   0.10970202 3.76628494 3.87025952 3.84421444]","[-2.05055761  0.69358253  0.58644247 -1.0916214  -4.67062092 -2.59632969
  1.30550003 -0.53608632 -0.09746727 -0.35643291  5.22327232  0.22890854]","['We' 'should' 'talk' 'about' 'the' 'things' 'people' 'talk' 'about' 'on'
 'first' 'dates']"
177,"[7.04856920e+00 4.44427524e+00 9.28576291e-01 4.00813007e+00
 1.15603006e+00 1.82486439e+00 3.18069124e+00 3.83897924e+00
 6.75312376e+00 1.10574207e+01 9.46321368e-01 9.07605165e-04]","[7.0105648  5.6118536  3.0288763  4.79951239 3.45138788 3.53672957
 4.05149412 2.84371853 4.91731405 4.98701477 3.14702511 0.0117405 ]","[ 0.0380044  -1.16844749 -2.10030007 -0.79138231 -2.2953577  -1.71186519
 -0.87080288  0.99526072 -0.86086702  6.07040596 -2.20070362 -0.01083289]","['Why' ""don't"" 'you' 'tell' 'me' 'what' 'happened' 'on' 'Saturday,' 'step'
 'by' 'step']"
178,"[10.30490506  8.81597519  1.70021546  8.73322773  3.30097532  2.83775234
  1.56154776  1.18433869  0.36075634  1.07344973  3.64185452  1.50885761
  7.33721161]","[7.0105648  6.92638206 4.03673697 5.69175434 2.82724047 5.62881231
 2.68190193 2.92097926 1.47824907 3.33280969 2.72963858 4.06147575
 6.39500618]","[ 1.49123573  1.88959312 -2.33652163  3.04147339  0.47373486 -2.79105997
 -1.12035418 -1.73664057 -1.11749268 -2.25935984  0.91221595 -2.55261803
  0.94220543]","['Emma' 'put' 'her' 'mug' 'of' 'tea' 'down' 'on' 'the' 'table' 'with' 'a'
 'bang']"
179,"[ 9.99116135  5.10726309  4.8085947   1.04799199  3.08969402  1.17755759
  2.81111193  2.46694994 10.39774418  3.6214447   2.70153594  0.82329297
  5.91483974]","[7.0105648  6.38379192 5.80138779 2.20582151 4.74697685 2.32478929
 5.063694   2.56095552 5.66337872 4.58338356 3.97610974 2.41022491
 5.09280777]","[ 2.98059654 -1.27652884 -0.99279308 -1.15782952 -1.65728283 -1.1472317
 -2.25258207 -0.09400558  4.73436546 -0.96193886 -1.2745738  -1.58693194
  0.82203197]","['Bruce' 'is' 'looking' 'for' 'someone' 'to' 'take' 'the' 'spare' 'room'
 'in' 'his' 'flat']"
180,"[6.52211046 2.76542068 3.46177053 2.77954936 6.57049942 3.50279903
 8.00506878 9.46731758 6.81408501 2.84417224 3.11254883 0.31292886
 2.88607836]","[7.0105648  6.95323944 7.80892849 4.8458271  4.91200256 4.89591026
 6.18660259 2.92478538 5.83534336 4.74825191 3.42465973 1.58627331
 4.74609423]","[-0.48845434 -4.18781853 -4.34715796 -2.06627774  1.65849686 -1.39311123
  1.81846619  6.54253197  0.97874165 -1.90407968 -0.3121109  -1.27334452
 -1.86001587]","['From' 'the' 'moment' 'we' 'leave' 'this' 'spot' 'be' 'very' 'careful'
 'what' 'you' 'say']"
181,"[5.94910097 9.00001717 1.61253035 0.76508534 0.19461536 7.05235243
 1.64778912 1.23965859 1.3815881  3.45346165 2.86265802 1.89720798
 4.08264208]","[7.0105648  5.27907944 3.74514508 3.38072872 1.34773827 2.68139267
 4.05691147 2.92349815 3.90729403 4.69402599 4.38402843 2.58535051
 2.5146122 ]","[-1.06146383  3.72093773 -2.13261461 -2.6156435  -1.1531229   4.37095976
 -2.40912247 -1.68383956 -2.52570581 -1.24056435 -1.52137041 -0.68814254
  1.56802988]","['He' 'knocked' 'on' 'the' 'door' 'so' 'hard' 'that' 'he' 'almost' 'broke'
 'it' 'down']"
182,"[5.94910097 8.24894142 8.30107307 4.89641237 2.89260364 2.92567062
 6.66645288 3.12806797 0.99740362 2.11392283 2.95485067 1.13148201
 4.19877662]","[7.0105648  5.27907896 4.47847843 1.20390725 3.72011495 6.00987816
 5.23496056 3.49449444 2.83231115 2.39087009 3.22484255 4.00618744
 6.69429445]","[-1.06146383  2.96986246  3.82259464  3.69250512 -0.82751131 -3.08420753
  1.43149233 -0.36642647 -1.83490753 -0.27694726 -0.26999187 -2.87470531
 -2.6605196 ]","['He' 'let' 'Donald' 'go' 'and' 'he' 'fell' 'to' 'the' 'floor' 'with' 'a'
 'thud']"
183,"[5.94910097 8.24881935 5.21925354 2.22978926 5.61029243 3.7478385
 1.99466312 2.97631907 4.9541626  3.4887352  2.60674572 4.00783157
 6.40199184]","[7.0105648  5.27907944 3.66287851 2.18670726 5.56212425 4.49193573
 3.08184814 6.67184925 4.98550415 4.78216648 2.9893527  3.52297068
 6.79431486]","[-1.06146383  2.96973991  1.55637503  0.043082    0.04816818 -0.74409723
 -1.08718503 -3.69553018 -0.03134155 -1.29343128 -0.38260698  0.4848609
 -0.39232302]","['He' 'smiled' 'again' 'and' 'felt' 'like' 'a' 'man' 'and' 'not' 'just'
 'the' 'kid']"
184,"[8.30309892 3.31443071 2.52580929 4.42586279 0.11292265 5.39030504
 8.13345337 1.35363221 4.41836739 4.99325514 4.49171209 5.58900928
 5.74070072]","[7.0105648  5.87523603 4.58504772 7.34213972 0.68154585 5.92977333
 4.52724266 4.23985195 2.72147322 3.36680341 5.53632402 3.21101379
 2.67853022]","[-1.06146383 -2.56080532 -2.05923843 -2.91627693 -0.56862319 -0.53946829
  3.60621071 -2.88621974  1.69689417  1.62645173 -1.04461193  2.37799549
  3.06217051]","[""He's"" 'got' 'the' 'ability' 'to' 'work' 'but' 'he' 'just' 'gets' 'bored'
 'too' 'easy']"
185,"[3.99970675 4.75186694 4.50681353 2.41606879 8.41264725 0.03509844
 7.37349129 6.94543505 5.34352875 3.37941122 0.23184779 1.89966214
 2.82787275]","[7.0105648  4.81620026 4.05543137 4.18584299 5.91519833 0.3247515
 7.56075382 3.14567518 4.05345583 5.07039785 1.29140377 3.61288738
 5.91111946]","[-3.01085806 -0.70324993  0.45138216 -1.7697742   2.49744892 -0.28965306
 -0.18726254  3.79975986  1.29007292 -1.69098663 -1.05955601 -1.71322525
 -3.08324671]","['I' ""can't"" 'see' 'any' 'amount' 'of' 'talk' 'getting' 'you' 'out' 'of'
 'this' 'mess']"
186,"[ 3.99970675 13.36677265  2.51190186  1.1912657   4.0252347   1.13257039
  7.05998325  5.29014397  3.28000474  2.2389245   5.55076027  1.426386
  5.0364399 ]","[7.0105648  4.81620026 3.83193612 3.06356835 7.27593803 2.97472286
 5.83826971 5.21818924 3.32486248 3.68515587 3.72417569 3.20515537
 5.45915413]","[-3.01085806  8.5505724  -1.32003427 -1.87230265 -3.25070333 -1.84215248
  1.22171354  0.07195473 -0.04485774 -1.44623137  1.82658458 -1.77876937
 -0.42271423]","['I' 'flung' 'out' 'my' 'hands' 'and' 'they' 'said' 'I' 'had' 'broken'
 'my' 'wrists']"
187,"[3.99970675 9.81298542 3.28557277 6.27200556 4.01723433 7.51395798
 5.38498259 3.09000564 6.44266796 0.66934365 3.95773363 2.45426059
 4.9714942 ]","[7.0105648  4.81620026 5.19498825 5.19696045 4.0802145  7.0375843
 6.46947193 5.90098953 6.0549922  2.737607   4.3943696  5.56489658
 3.73171139]","[-3.01085806  4.99678516 -1.90941548  1.07504511 -0.06298018  0.47637367
 -1.08448935 -2.8109839   0.38767576 -2.06826329 -0.43663597 -3.110636
  1.23978281]","['I' 'mostly' 'just' 'pick' 'a' 'dry' 'white' 'and' 'drink' 'it' 'to'
 'get' 'drunk']"
