id,surprisal,entropy,deviation,tokens
140,"[8.81645966 8.15615082 8.4920702  6.22279835 2.83146977 5.68560791
 4.54675436 2.57528973 8.75712013 3.90895319 4.83336449]","[6.67008591 3.0752368  2.87135696 4.58270884 3.26033568 5.57880974
 4.02386665 4.04134178 6.60514116 3.97958899 5.8355999 ]","[ 2.14637375  5.08091402  5.62071323  1.64008951 -0.42886591  0.10679817
  0.52288771 -1.46605206  2.15197897 -0.0706358  -1.00223541]",['Run' 'along' 'home' 'now' 'and' 'bring' 'us' 'some' 'men' 'to' 'kill']
141,"[6.89582825 5.58826494 4.49620628 3.62012148 3.62833166 5.07325077
 3.68070841 1.62125015 6.66707134 4.03702641 0.58980447]","[6.67008591 5.24670887 5.49799967 4.78821182 2.01345491 2.78437233
 2.03845143 4.52776814 2.77806807 2.70594668 2.35322785]","[ 0.22574234  0.34155607 -1.00179338 -1.16809034  1.61487675  2.28887844
  1.64225698 -2.90651798  3.88900328  1.33107972 -1.76342344]","['She' 'just' 'kept' 'telling' 'herself' 'he' 'had' 'to' 'learn' 'a'
 'lesson']"
142,"[ 6.89582825 10.66435051  0.08274386  6.10481787  1.24251413  9.08275604
  2.29678607  2.1831193   5.27199268  1.13843691  5.22666645]","[6.67008591 5.24670887 0.65726018 5.3849411  2.91602635 5.24901485
 5.27342701 4.787467   6.60987139 2.57325077 4.66389847]","[ 0.22574234  5.41764164 -0.5745163   0.71987677 -1.67351222  3.83374119
 -2.97664094 -2.60434771 -1.3378787  -1.43481386  0.56276798]","['She' 'wound' 'up' 'talking' 'to' 'Barry' 'about' 'her' 'time' 'in'
 'India']"
143,"[ 2.47909141 11.33837318  2.84034157 13.41213512  4.52967739  7.35754395
 10.33429527  0.30214745  4.27361345 11.05087948  2.46965146]","[6.67008591 8.37794495 4.19679928 4.95120764 4.49371815 5.06838703
 3.07031775 1.65889323 5.43722725 3.38617897 1.4747293 ]","[-4.19099426  2.96042824 -1.35645771  3.84447241  0.03595924  2.28915691
  7.26397753 -1.35674572 -1.1636138   7.66470051  0.99492216]","['The' 'gate' 'was' 'double,' 'one' 'huge' 'mass' 'of' 'wood' 'following'
 'another']"
144,"[ 2.47909141 12.48719311  6.56156921  5.38051462  2.21336126  4.26410913
  2.26216614  6.47044802  2.2379384   6.52454042  4.70212936]","[6.67008591 8.37794495 7.74919796 5.24169731 4.1126976  5.8624444
 1.78729904 5.75784683 5.63731766 0.5327037  2.64332509]","[-4.19099426  4.10924816 -1.18762875  0.13881731 -1.89933634 -1.59833527
 -1.20068502  0.71260118 -3.39937925  5.99183655  2.05880427]","['The' 'gathered' 'villagers' 'took' 'a' 'step' 'back,' 'almost' 'as'
 'one' 'man']"
145,"[ 4.81054592  7.56691551  7.30081272 11.22186565  7.21858311  5.45969486
  1.55538487  4.35124207  5.26002216  6.02522087  2.7520268 ]","[6.67008591 4.68693352 5.16853905 1.34806275 2.08608174 5.35825825
 2.5322094  4.14528847 3.97963691 2.86831117 5.56258965]","[-1.85953999  2.87998199  2.13227367  9.87380314  5.1325016   0.10143661
 -0.97682452  0.2059536   1.28038526  3.1569097  -2.81056285]","['We' 'shall' 'arrive' 'properly' 'or' 'you' 'will' 'never' 'live' 'this'
 'down']"
146,"[ 6.11004734  5.21887112  7.13179684  5.93511009  2.5451057   2.97396165
 11.33404922  9.60126209  6.53643608  2.04031897  3.59651017]","[6.67008591 6.01535988 4.48351955 3.69951963 3.85826278 4.9193964
 5.24590015 5.82570362 2.87501359 1.69538927 4.09908009]","[-0.56003857 -0.79648876  2.64827728  2.23559046 -1.31315708 -2.74520063
  6.08814907  3.77555847  3.66142249  0.3449297  -0.50256991]","['While' 'they' 'sat' 'drinking' 'their' 'tea,' 'Mick' 'dug' 'them' 'a'
 'trench']"
147,"[5.2905035  2.86589718 7.5418005  0.30142492 1.2889328  4.85220289
 1.38397598 3.33513927 3.84626603 3.61989808 0.24026059]","[6.67008591 3.83233929 3.38151646 1.29322457 2.59520078 5.85493469
 2.76400638 4.41468    5.89194775 2.55127811 0.83264351]","[-1.37958241 -0.96644211  4.16028404 -0.99179965 -1.30626798 -1.0027318
 -1.38003039 -1.07954073 -2.04568172  1.06861997 -0.59238291]","['You' 'know' 'better' 'than' 'to' 'talk' 'to' 'your' 'mother' 'like'
 'that']"
148,"[5.2905035  2.86589718 2.08071041 4.75047874 5.10738897 3.97330904
 2.32099319 2.08294773 1.3981086  1.38487828 0.00822821]","[6.67008591 3.83233929 3.38151646 6.35979509 3.91115761 3.85963607
 3.11536813 1.98530412 2.15081549 2.13892937 0.07997277]","[-1.37958241 -0.96644211 -1.30080605 -1.60931635  1.19623137  0.11367297
 -0.79437494  0.09764361 -0.75270689 -0.75405109 -0.07174456]",['You' 'know' 'that' 'I' 'will' 'do' 'whatever' 'you' 'ask' 'of' 'me']
149,"[5.29050350e+00 6.99293928e+00 2.03578949e+00 4.27763462e+00
 9.01708508e+00 6.36210346e+00 5.83472490e+00 3.01262617e+00
 4.79315549e-01 7.33477831e-01 5.21726999e-03]","[6.67008591 3.83233929 4.87979794 1.65203142 5.3199296  4.508564
 6.54001474 3.74618816 3.01014328 3.6852293  0.0626509 ]","[-1.37958241  3.15981102 -2.84400845  2.6256032   3.69715548  1.85353947
 -0.70528984 -0.73356199 -2.53082776 -2.95175147 -0.05743363]","['You' ""shouldn't"" 'have' 'been' 'racing' 'my' 'truck' 'in' 'the' 'first'
 'place']"
150,"[3.33973098 9.75715446 4.59651756 1.13053036 2.35568833 1.90326512
 1.07158649 0.25244197 3.97471285 0.71687239 6.07550621 1.56095934]","[6.67008591 7.61993599 4.66990042 1.88981092 5.48493004 1.74172258
 2.2903707  1.56072438 5.25076199 2.09444141 3.73428965 4.79263067]","[-3.33035493  2.13721848 -0.07338285 -0.75928056 -3.1292417   0.16154253
 -1.21878421 -1.30828238 -1.27604914 -1.37756896  2.34121656 -3.23167133]",['A' 'smile' 'came' 'to' 'his' 'lips' 'as' 'he' 'thought' 'of' 'an' 'idea']
151,"[5.70307732 8.28187561 1.22664464 4.52283144 0.61006749 0.79592317
 8.97937298 2.85682583 2.28010607 4.35769987 0.38362864 0.21602312]","[6.67008591 6.80475616 2.91958928 2.64224696 1.31426883 3.12120891
 5.45774698 4.96742439 4.67833614 2.40237188 1.26906693 1.05754185]","[-0.96700859  1.47711945 -1.69294465  1.88058448 -0.70420134 -2.32528567
  3.521626   -2.11059856 -2.39823008  1.95532799 -0.88543832 -0.84151876]","['All' 'last' 'week' 'there' 'was' 'a' 'white' 'van' 'parked' 'across'
 'the' 'street']"
152,"[ 8.31614971 12.66191101  8.00478363  0.70372307  1.74264216  3.62083673
  6.41324425  0.05446808  0.70322627  0.8180145   1.5365814   4.98773146]","[6.67008591 3.04825687 6.09254026 2.03897667 2.73230171 6.07978344
 7.0736413  0.37700835 2.16327953 2.32621074 4.9748106  6.03646851]","[ 1.6460638   9.61365414  1.91224337 -1.3352536  -0.98965955 -2.4589467
 -0.66039705 -0.32254025 -1.46005321 -1.50819623 -3.43822908 -1.04873705]","['Finally' 'Maria' 'sat' 'down' 'with' 'a' 'cup' 'of' 'tea' 'and' 'a'
 'sandwich']"
153,"[5.71849632 4.61054125 4.49790287 0.84439707 1.90568912 2.32321548
 3.5445466  0.92555434 6.40983295 2.90161705 2.36060286 1.16110337]","[6.67008591 5.28491449 5.14753532 3.02326322 3.63075233 3.61151791
 4.38322258 3.19178653 6.16751289 3.16930532 2.76709747 1.8370496 ]","[-0.95158958 -0.67544127 -0.64963245 -2.17886615 -1.7250632  -1.28830242
 -0.83867598 -2.26623225  0.24232006 -0.26768827 -0.40649462 -0.67594624]","['He' ""didn't"" 'seem' 'to' 'mind' 'that' 'she' 'was' 'screaming' 'in'
 'his' 'ear']"
154,"[5.71849632 8.45753384 3.79851913 0.0446427  3.96643209 5.97824287
 1.22357774 9.49351501 2.14775276 2.13456702 2.73696446 2.35170674]","[6.67008591 5.28491449 4.86559296 0.29160994 3.33425045 3.78071761
 1.98568749 5.27911758 2.76143765 1.26157427 1.97268867 1.42110014]","[-0.95158958  3.17261934 -1.06707382 -0.24696724  0.63218164  2.19752526
 -0.76210976  4.21439743 -0.61368489  0.87299275  0.76427579  0.9306066 ]","['He' 'drank' 'too' 'much' 'at' 'times' 'and' 'washed' 'too' 'little' 'at'
 'times']"
155,"[ 5.71849632 10.89106941  1.04547453  0.54796273  1.96678519  0.05106624
  0.05297683  1.05399466  5.06342602  4.6569109   0.34269521  9.31282234]","[6.67008591 5.28491449 3.22738409 2.46244383 2.71728134 0.31979015
 0.45183542 1.74207139 5.18132877 1.55261111 1.08746743 3.44642878]","[-0.95158958  5.60615492 -2.18190956 -1.91448116 -0.75049615 -0.26872391
 -0.39885861 -0.68807673 -0.11790276  3.10429978 -0.7447722   5.86639357]","['He' 'folded' 'his' 'arms' 'across' 'his' 'chest' 'and' 'put' 'out' 'his'
 'lip']"
156,"[ 5.71849632  3.89728475  5.96288824  7.87256908  4.24813938  4.46460295
  3.39659476  0.0303545   1.55162263  1.22004414  6.14814901 12.46744728]","[6.67008591 5.28491449 5.11778069 7.01775694 1.05305552 3.05772209
 4.93630409 0.24483033 2.95945024 2.46870041 5.08986664 2.7323885 ]","[-0.95158958 -1.38762975  0.84510756  0.85481215  3.19508386  1.40688086
 -1.53970933 -0.21447583 -1.40782762 -1.24865627  1.05828238  9.73505878]","['He' 'had' 'another' 'shock' 'when' 'they' 'told' 'him' 'he' 'was'
 'moving' 'cells']"
157,"[5.71849632 6.7595005  1.84412801 2.92095542 2.28877401 0.6394574
 0.1687308  0.83035988 4.18900824 2.04969215 0.29371777 5.60335827]","[6.67008591 5.28491449 4.10345268 5.91937208 2.20731091 1.36757243
 0.94459414 1.90718138 5.38814306 2.52021408 0.97351956 4.25630665]","[-0.95158958  1.47458601 -2.25932455 -2.99841666  0.0814631  -0.72811502
 -0.77586335 -1.07682157 -1.19913483 -0.47052193 -0.67980182  1.34705162]","['He' 'put' 'his' 'hands' 'in' 'his' 'pockets' 'and' 'leaned' 'against'
 'the' 'truck']"
158,"[ 5.71849632  2.32794738  8.33485126  3.13634992  6.77820015  1.32633996
 10.18952751  0.58110541  4.25934696  2.2161653   0.69501168  0.02393599]","[6.67008591 5.28491449 5.85813475 3.08996224 5.45797729 2.66467905
 6.24081993 2.57532668 5.30176306 4.08044577 2.50282621 0.17929509]","[-0.95158958 -2.95696712  2.47671652  0.04638767  1.32022285 -1.33833909
  3.94870758 -1.99422121 -1.0424161  -1.86428046 -1.8078146  -0.1553591 ]","['He' 'was' 'built' 'with' 'muscle' 'and' 'liked' 'to' 'throw' 'his'
 'weight' 'around']"
159,"[ 4.22613811  2.77866387 11.02725649 10.39274406  2.92197405  2.00242519
  0.7250576   6.94581461  2.49010706  5.61194706  3.78989983  7.39712858]","[6.67008591 4.87039661 5.24838209 4.03228283 4.84176445 1.40432835
 3.00017738 2.51121283 3.70757294 4.38627434 1.86798215 6.96460152]","[-2.44394779 -2.09173274 -1.24854183  6.36046124 -2.15527773  0.59809685
 -2.27511978  4.43460178 -1.21746588  1.22567272  1.92191768  0.43252707]","['I' 'am' 'trying,' 'old' 'man,' 'but' 'I' 'would' 'rather' 'kill' 'the'
 'ship']"
160,"[4.22613811 8.14982128 3.4815917  2.33281422 8.56800652 3.65656638
 2.51587772 6.46574306 1.63395572 2.25965881 0.25139591 6.02961922]","[6.67008591 4.87039661 5.09602451 4.66949654 7.09627342 4.22562027
 4.8689661  0.85381347 2.72909546 3.28049684 1.3147893  5.12508535]","[-2.44394779  3.27942467 -1.61443281 -2.33668232  1.47173309 -0.56905389
 -2.35308838  5.61192942 -1.09513974 -1.02083802 -1.06339335  0.90453386]","['I' 'shall' 'have' 'a' 'victory' 'and' 'I' 'want' 'it' 'to' 'be'
 'remembered']"
161,"[ 3.99787688  1.60566747  6.27663565 12.31894588  6.68412495  8.33670139
  3.93625879  0.32981595  3.90731525  4.20305729  0.05854648  0.80995196]","[6.67008591 4.87966251 6.17366409 2.94617319 5.60938358 3.1344409
 2.16694069 1.82192612 4.11311436 3.0781064  0.29502216 0.9284457 ]","[-2.67220902 -3.27399492  0.10297155  9.37277222  1.07474136  5.20226049
  1.7693181  -1.49211013 -0.2057991   1.12495089 -0.23647568 -0.11849374]","['In' 'the' 'morning' 'Mickey' 'stood' 'straight' 'with' 'his' 'hand'
 'behind' 'his' 'back']"
162,"[3.99787688 1.60566747 6.27663565 4.94290066 5.56157303 9.06829357
 8.4116888  1.71459496 2.36719608 6.45487309 2.03587365 1.56705117]","[6.67008591 4.87966251 6.17366409 2.94617319 4.932024   2.3932457
 5.80863428 3.12562323 3.4585216  6.83599854 3.83826447 2.26031876]","[-2.67220902 -3.27399492  0.10297155  1.99672747  0.62954903  6.67504787
  2.60305452 -1.41102827 -1.09132552 -0.38112545 -1.80239081 -0.69326758]","['In' 'the' 'morning' 'at' 'breakfast' 'Mike' 'smiled' 'at' 'the' 'letter'
 'he' 'received']"
163,"[4.42930794 5.59493399 0.57925087 3.68214083 1.50013566 0.07934243
 8.88326645 2.21226931 2.17928529 5.12547541 0.75004464 2.47072625]","[6.67008591 2.53038979 2.44674206 4.23145247 2.09376192 0.5199222
 5.10104942 6.02541113 4.95285034 5.4495182  2.34552479 4.61206913]","[-2.24077797  3.0645442  -1.86749125 -0.54931164 -0.59362626 -0.44057977
  3.78221703 -3.81314182 -2.77356505 -0.3240428  -1.5954802  -2.14134288]","['It' 'had' 'been' 'two' 'weeks' 'since' 'Philip' 'had' 'been' 'sent' 'to'
 'prison']"
164,"[ 4.42930794  2.1157968   2.7835021   2.86095738  3.60950089 10.89872167
  1.215832    3.75505948  2.8814373   4.9778347   5.45775127  3.16459417]","[6.67008591 2.53038979 5.14470005 4.64269018 5.63271093 6.07246113
 4.99070168 6.30759621 2.02854204 5.10677004 4.62707281 3.14762497]","[-2.24077797 -0.41459298 -2.36119795 -1.7817328  -2.02321005  4.8026123
 -3.77486968 -2.55253673  0.85289526 -0.12893534  0.83067846  0.0169692 ]","['It' 'is' 'not' 'the' 'most' 'fragrant' 'of' 'places' 'but' 'we' 'make'
 'do']"
165,"[ 7.99647045  9.90723419  2.82711029  2.1334002   8.45480061 10.84633446
  4.74289799  4.85452318  3.78012395  1.02747035  0.03344     0.09904822]","[6.67008591 6.77445793 3.46465445 3.54397583 3.41364741 4.31416512
 4.12441254 3.68998528 2.48229933 2.86456394 0.30440989 0.59236979]","[ 1.32638454  3.13277626 -0.63754416 -1.41057563  5.04115295  6.53216934
  0.61848545  1.16453791  1.29782462 -1.83709359 -0.2709699  -0.49332157]","['James' 'walked' 'in' 'to' 'wake' 'Samuel' 'at' 'four' 'thirty' 'in'
 'the' 'morning']"
166,"[6.71778393e+00 2.63066554e+00 5.00939703e+00 1.15496387e+01
 5.99005580e-01 4.39667511e+00 6.48055744e+00 7.33867741e+00
 6.78946972e+00 1.54018831e+00 3.44223566e-02 6.19550608e-03]","[6.67008591 1.82268953 5.21453571 3.32414842 2.84330106 4.05173445
 7.28932142 5.72146988 3.24720478 1.6920681  0.3185932  0.06191859]","[ 0.04769802  0.80797601 -0.20513868  8.22549057 -2.2442956   0.34494066
 -0.80876398  1.61720753  3.54226494 -0.15187979 -0.28417084 -0.05572309]","['Let' 'us' 'give' 'battle' 'to' 'these' 'foreign' 'snakes' 'once' 'and'
 'for' 'all']"
167,"[ 9.73672318  8.28658485  2.57076597  1.0924561   0.74355823  8.95478821
  0.97781098 11.51119328  4.49862337  2.89476442  0.69428962  3.39665127]","[6.67008591 6.68555641 2.83957362 2.81251669 2.92337155 5.82587957
 3.39441538 3.83355713 3.84888887 4.27756214 1.85471511 5.56252003]","[ 1.14995956  1.60102844 -0.26880765 -1.72006059 -2.17981339  3.12890863
 -2.41660452  7.67763615  0.6497345  -1.38279772 -1.16042542 -2.16586876]","['Tommy' 'came' 'out' 'of' 'the' 'staff' 'room' 'toilet' 'looking' 'a'
 'little' 'pale']"
168,"[ 7.2295475  12.11287498  4.93471336  6.90955925  7.53917027  2.66591048
  3.51076627  2.39187765  3.22698259  8.83317757  0.17877559  2.08886385]","[6.67008591 6.79967213 3.46415758 2.08840871 3.65167356 3.54531384
 3.23955035 4.71584225 3.6035428  3.93952823 0.69799519 2.51694584]","[ 0.55946159  5.31320286  1.47055578  4.82115078  3.88749671 -0.87940335
  0.27121592 -2.3239646  -0.37656021  4.8936491  -0.51921958 -0.42808199]","['Michael' 'knew' 'they' 'never' 'hit' 'him' 'and' 'that' 'was' 'half'
 'the' 'problem']"
169,"[9.1160717  8.72684956 8.45841885 2.15583682 3.00722504 5.14776802
 4.81105614 5.24759722 5.03522062 4.43699169 2.99875307 3.20282412]","[6.67008591 6.66952467 4.30438328 3.7153182  3.56686068 4.65613747
 4.28990602 2.84275007 3.08198953 4.74514484 1.86378789 5.63038158]","[ 2.44598579  2.05732489  4.15403557 -1.55948138 -0.55963564  0.49163055
  0.52115011  2.40484715  1.9532311  -0.30815315  1.13496518 -2.42755747]","['Alan' 'told' 'Jason' 'he' 'would' 'just' 'sit' 'outside' 'to' 'have'
 'his' 'lunch']"
170,"[5.92486286 3.69684052 5.71337795 2.91539907 5.35035515 8.00752068
 2.49907255 4.20460463 4.058671   2.40607214 0.84889066 3.12644196]","[6.67008591 4.03480577 8.16915894 4.35590744 5.49267769 3.27994418
 5.15372562 5.83477402 4.50516891 3.16151285 2.25436449 2.68597722]","[-0.74522305 -0.33796525 -2.45578098 -1.44050837 -0.14232254  4.72757626
 -2.65465307 -1.63016939 -0.44649792 -0.75544071 -1.40547383  0.44046474]",['Now' 'the' 'man' 'is' 'coming' 'who' 'will' 'give' 'it' 'back' 'to' 'me']
171,"[6.89582825 9.04959679 0.46136212 4.54917669 6.62626076 5.23535013
 6.60727501 0.85046279 1.08800924 4.94728327 3.54157043 4.78008461]","[6.67008591 5.24670887 2.63964558 4.92945957 4.35250711 4.69172001
 3.57799029 2.96339226 3.35801458 4.28035927 4.87340069 1.07515132]","[ 0.22574234  3.80288792 -2.17828345 -0.38028288  2.27375364  0.54363012
  3.02928472 -2.11292934 -2.27000523  0.666924   -1.33183026  3.70493317]","['She' 'threatened' 'to' 'leave' 'before' 'and' 'this' 'time' 'she' 'just'
 'had' 'enough']"
172,"[ 2.47909141  4.33875275 10.65331936  9.11086369  3.58311629  5.14980364
  5.93771172  3.08100343  3.25183487  7.97444248  1.56047058  4.49834681]","[6.67008591 8.37794495 6.7873559  5.11577272 3.18587542 3.19657469
 6.12882519 4.44266415 5.12394905 5.48018646 2.51324368 3.10101771]","[-4.19099426 -4.0391922   3.86596346  3.99509096  0.39724088  1.95322895
 -0.19111347 -1.36166072 -1.87211418  2.49425602 -0.95277309  1.39732909]","['The' 'first' 'knife' 'caught' 'in' 'her' 'skirt' 'and' 'she' 'shook'
 'it' 'free']"
173,"[2.47909141 5.62371016 3.13293338 7.58422852 9.49471092 3.21694994
 1.0631001  3.49340224 4.90219498 0.42265457 8.32636356 3.15094066]","[6.67008591 8.37794495 4.67604256 4.841537   6.11495399 2.81249261
 3.23393607 1.99308038 4.89204788 1.71510458 5.71874237 5.55492306]","[-4.19099426 -2.75423479 -1.54310918  2.74269152  3.37975693  0.40445733
 -2.17083597  1.50032187  0.01014709 -1.29244995  2.60762119 -2.4039824 ]","['The' 'last' 'thing' 'Alex' 'felt' 'like' 'doing' 'after' 'work' 'was'
 'more' 'work']"
174,"[2.47909141 9.88337517 2.3054862  5.69152737 4.57739639 4.71527481
 0.15315217 0.40495947 5.53304768 3.71501422 7.85883713 3.52345634]","[6.67008591 8.37794495 4.83760166 5.62045956 6.13896322 1.94147229
 0.89963543 1.86977005 6.13854408 4.04837418 7.07206917 3.39371824]","[-4.19099426  1.50543022 -2.53211546  0.07106781 -1.56156683  2.77380252
 -0.74648327 -1.46481061 -0.60549641 -0.33335996  0.78676796  0.12973809]","['The' 'truck' 'was' 'an' 'older' 'version' 'of' 'the' 'ones' 'the'
 'others' 'drove']"
175,"[ 6.64001274  9.46398544  0.52746564  2.18546057  5.20542336  5.11491585
  2.25241232  8.09827805  5.59579945 11.55805874  2.70924497  3.69583344]","[6.67008591 4.70965528 2.29020476 2.18208075 7.08980846 6.11388731
 3.09063959 5.46204472 4.06919003 5.32812738 3.5634594  4.96058512]","[-3.00731659e-02  4.75433016e+00 -1.76273918e+00  3.37982178e-03
 -1.88438511e+00 -9.98971462e-01 -8.38227272e-01  2.63623333e+00
  1.52660942e+00  6.22993135e+00 -8.54214430e-01 -1.26475167e+00]","['They' 'stared' 'at' 'the' 'black' 'wall' 'and' 'now' 'this' 'offered'
 'no' 'comfort']"
176,"[4.81054592 5.82426643 4.70214748 0.2176619  1.47655344 5.4114852
 4.21497536 4.89242649 0.02999813 3.34097576 8.11109447 0.28972334]","[6.67008591 4.68693352 4.49619627 1.28548241 6.06807327 8.16550446
 2.43550825 4.28468609 0.2614812  3.48059392 3.89514875 1.30353093]","[-1.85953999  1.13733292  0.20595121 -1.06782055 -4.59151983 -2.75401926
  1.77946711  0.6077404  -0.23148307 -0.13961816  4.21594572 -1.01380754]","['We' 'should' 'talk' 'about' 'the' 'things' 'people' 'talk' 'about' 'on'
 'first' 'dates']"
177,"[6.35239601 4.53347245 1.29002845 4.08787537 1.14284599 1.58409262
 3.56727409 4.51430988 7.23406887 9.86553288 0.68847954 0.04174941]","[6.67008591 5.81228161 3.87571812 5.30745173 2.53175545 3.37592626
 3.55027437 2.9750843  3.54753232 5.66835165 2.52264953 0.4461441 ]","[-0.3176899  -1.28068161 -2.58568954 -1.21957636 -1.38890946 -1.79183364
  0.01699972  1.53922558  0.90829015  4.19718122 -1.83416998 -0.40439469]","['Why' ""don't"" 'you' 'tell' 'me' 'what' 'happened' 'on' 'Saturday,' 'step'
 'by' 'step']"
178,"[9.76280606 9.1939621  1.58176005 8.40747452 2.61663532 1.05894268
 0.74430192 1.29739451 0.19844568 0.89249939 4.33706617 0.27130526
 7.4472723 ]","[6.67008591 5.45811224 3.21195221 5.25248241 2.42642736 2.95528793
 1.86419213 2.27056265 0.83129394 3.1214602  2.08168411 1.4645586
 5.46848536]","[ 1.67298985  3.73584986 -1.63019216  3.1549921   0.19020796 -1.89634526
 -1.11989021 -0.97316813 -0.63284826 -2.22896075  2.25538206 -1.19325328
  1.97878695]","['Emma' 'put' 'her' 'mug' 'of' 'tea' 'down' 'on' 'the' 'table' 'with' 'a'
 'bang']"
179,"[8.65321255 4.30837965 5.17215157 0.72965193 3.04245543 0.47672075
 2.52190495 2.41740179 9.58223152 2.28080869 1.46406877 0.48152041
 5.87645292]","[6.67008591 6.12150335 4.95716667 2.13731575 4.15349579 1.84705174
 4.93806696 2.8498261  5.97059441 4.97676277 3.32474232 1.60170197
 4.46645069]","[ 1.98312664 -1.8131237   0.21498489 -1.40766382 -1.11104035 -1.37033105
 -2.41616201 -0.43242431  3.61163712 -2.69595408 -1.86067355 -1.12018156
  1.41000223]","['Bruce' 'is' 'looking' 'for' 'someone' 'to' 'take' 'the' 'spare' 'room'
 'in' 'his' 'flat']"
180,"[ 5.82954693  2.25855684  2.91651821  3.04820395  5.93539429  5.22851801
  6.2852354  10.12487698  6.15086269  0.57081598  3.64130259  0.1507961
  2.17296195]","[6.67008591 6.13431692 7.41354847 4.57192516 5.24658823 2.59627056
 4.74629927 2.0941534  5.20540905 2.45403099 3.32123947 1.1061126
 3.46430039]","[-0.84053898 -3.87576008 -4.49703026 -1.52372122  0.68880606  2.63224745
  1.53893614  8.03072357  0.94545364 -1.88321495  0.32006311 -0.95531648
 -1.29133844]","['From' 'the' 'moment' 'we' 'leave' 'this' 'spot' 'be' 'very' 'careful'
 'what' 'you' 'say']"
181,"[5.71849632 9.9442997  1.60937798 0.65331554 0.40477672 7.10000134
 1.95841861 1.40991414 1.801036   2.8166163  2.16885328 0.57773215
 3.84425044]","[6.67008591 5.28491449 4.05344439 3.08807588 2.78775501 2.40794516
 3.96784687 2.61011457 2.98654342 4.71490765 3.74802947 1.43527746
 1.89954734]","[-0.95158958  4.6593852  -2.44406652 -2.43476033 -2.3829782   4.69205618
 -2.00942826 -1.20020044 -1.18550742 -1.89829135 -1.57917619 -0.85754532
  1.9447031 ]","['He' 'knocked' 'on' 'the' 'door' 'so' 'hard' 'that' 'he' 'almost' 'broke'
 'it' 'down']"
182,"[5.71849632 8.57104969 8.21111679 5.92868853 2.71667147 2.47909856
 7.27674961 3.78258824 1.13452125 1.87187672 3.63926983 1.15329826
 2.77997133]","[6.67008591 5.28491449 4.17196274 0.85859287 3.94523025 5.37059736
 5.10794783 2.95235062 3.72962618 3.68869734 3.1050427  3.4079361
 6.3729229 ]","[-0.95158958  3.2861352   4.03915405  5.07009554 -1.22855878 -2.8914988
  2.16880178  0.83023763 -2.59510493 -1.81682062  0.53422713 -2.25463772
 -3.73616552]","['He' 'let' 'Donald' 'go' 'and' 'he' 'fell' 'to' 'the' 'floor' 'with' 'a'
 'thud']"
183,"[5.71849632 8.31693268 4.41863489 2.21450496 6.33439922 3.78249216
 1.62789154 3.2182672  6.16986227 2.75411367 1.35539865 2.69099617
 5.08018303]","[6.67008591 5.28491449 3.42290354 1.84600139 5.45853043 3.695333
 3.02335548 5.75587368 3.81590343 4.38136387 1.72994661 2.04867244
 7.04616451]","[-0.95158958  3.03201818  0.99573135  0.36850357  0.8758688   0.08715916
 -1.39546394 -2.53760648  2.35395885 -1.62725019 -0.37454796  0.64232373
 -1.96598148]","['He' 'smiled' 'again' 'and' 'felt' 'like' 'a' 'man' 'and' 'not' 'just'
 'the' 'kid']"
184,"[7.89723849 3.62558985 2.03398728 4.70972538 0.37895718 5.82173443
 8.42170048 1.11500096 3.78020191 5.38036966 3.67376757 5.19142294
 3.77885771]","[6.67008591 5.34488153 4.05879498 7.18529606 1.32422912 5.79776573
 4.10791111 3.90629864 2.80007601 2.59414911 5.26379585 3.16404676
 1.3838563 ]","[-0.95158958 -1.71929169 -2.02480769 -2.47557068 -0.94527197  0.0239687
  4.31378937 -2.79129767  0.9801259   2.78622055 -1.59002829  2.02737617
  2.39500141]","[""He's"" 'got' 'the' 'ability' 'to' 'work' 'but' 'he' 'just' 'gets' 'bored'
 'too' 'easy']"
185,"[4.22613811 4.87034297 4.66254425 2.46776938 8.26000977 0.0443979
 7.39866018 8.86347771 2.63028646 2.85851073 0.15285622 1.64844334
 3.48230577]","[6.67008591 4.87039661 4.07047653 4.18606949 6.04653931 0.38581625
 7.3662529  2.5690093  4.4128499  4.09885263 0.94774985 4.27902889
 4.5478363 ]","[-2.44394779 -0.47558212  0.59206772 -1.7183001   2.21347046 -0.34141836
  0.03240728  6.2944684  -1.78256345 -1.2403419  -0.79489362 -2.63058567
 -1.06553054]","['I' ""can't"" 'see' 'any' 'amount' 'of' 'talk' 'getting' 'you' 'out' 'of'
 'this' 'mess']"
186,"[ 4.22613811 13.61814594  4.19047832  0.81146866  2.12507844  1.51284826
  6.37237358  6.35084343  3.83008456  2.37995815  5.09163141  1.35213149
  4.6059761 ]","[6.67008591 4.87039661 2.60094309 2.30608273 5.30190325 2.8177495
 5.41820192 5.18014526 2.41897202 2.6534009  4.78041172 3.28935122
 4.53445911]","[-2.44394779  8.74774933  1.58953524 -1.49461412 -3.17682481 -1.30490124
  0.95417166  1.17069817  1.41111255 -0.27344275  0.31121969 -1.93721974
  0.07151699]","['I' 'flung' 'out' 'my' 'hands' 'and' 'they' 'said' 'I' 'had' 'broken'
 'my' 'wrists']"
